dataset,count,method,dimensions,rho.seuclidean
lake,normcounts,pmf,32,0.3559220245249876
lake,normcounts,pmf,2,0.11892651210451322
lake,normcounts,pmf,16,0.22985922579197132
lake,normcounts,pmf,96,0.511504158132326
lake,normcounts,pmf,8,0.14186259204519555
lake,normcounts,pmf,48,0.400551516920558
lake,normcounts,snmf,4,0.020461221857674166
lake,normcounts,snmf,32,0.11200978392882002
lake,normcounts,snmf,2,0.017278724264324984
lake,normcounts,snmf,16,0.04105625840881446
lake,normcounts,snmf,8,-0.020873891921998088
lake,normcounts,snmf,48,0.12817283675063706
lake,normcounts,ipca,4,0.031215993504048783
lake,normcounts,ipca,32,0.1392760733455417
lake,normcounts,ipca,2,0.011845036329175024
lake,normcounts,ipca,16,0.09372066382821437
lake,normcounts,ipca,96,0.30895863934753687
lake,normcounts,ipca,8,-0.017363243127494193
lake,normcounts,ipca,48,0.19085888512342966
lake,normcounts,icm,4,-0.09410548726163376
lake,normcounts,icm,32,-0.09767765262445469
lake,normcounts,icm,2,-0.058056278134503134
lake,normcounts,icm,16,-0.12114037453545992
lake,normcounts,icm,96,-0.0014597772903544943
lake,normcounts,icm,8,-0.11868139777095424
lake,normcounts,icm,48,-0.06568804057971268
lake,normcounts,ivis,4,nan
lake,normcounts,ivis,32,0.11631172675809517
lake,normcounts,ivis,2,nan
lake,normcounts,ivis,16,0.08082845689839449
lake,normcounts,ivis,96,0.1288663033584179
lake,normcounts,ivis,8,nan
lake,normcounts,ivis,48,0.08988997262144871
li,counts,spca,4,0.4621094329345387
li,counts,spca,32,0.5668108720216349
li,counts,spca,2,0.3509348804864878
li,counts,spca,16,0.5004337388591938
li,counts,spca,96,0.7028517756525684
li,counts,spca,8,0.49749068480193603
li,counts,spca,48,0.6222614302085018
li,counts,tsvd,4,0.44039311232234124
li,counts,tsvd,32,0.5630476693785967
li,counts,tsvd,2,0.37213696144045066
li,counts,tsvd,16,0.5122176554136297
li,counts,tsvd,96,0.6874875586802813
li,counts,tsvd,8,0.4856254960531383
li,counts,tsvd,48,0.6180635135311398
li,counts,spca-batch,4,0.44910826604857496
li,counts,spca-batch,32,0.5877107251251861
li,counts,spca-batch,2,0.4049629472441294
li,counts,spca-batch,16,0.47353362336209065
li,counts,spca-batch,96,0.6511818748596728
li,counts,spca-batch,8,0.4885698974800991
li,counts,spca-batch,48,0.6005612580358937
li,counts,zifa,4,0.4065500807164397
li,counts,zifa,32,0.654492028603844
li,counts,zifa,2,0.2889648015254847
li,counts,zifa,16,0.5809618687677222
li,counts,zifa,96,0.7756489600974724
li,counts,zifa,8,0.4548528308844615
li,counts,zifa,48,0.6773180185857259
li,counts,nsnmf,4,0.3707305675580117
li,counts,nsnmf,32,0.534191660769319
li,counts,nsnmf,2,0.30492713851234327
li,counts,nsnmf,16,0.5235253746628277
li,counts,nsnmf,96,0.5762619104542316
li,counts,nsnmf,8,0.4055237766955197
li,counts,nsnmf,48,0.5657756064265685
li,counts,vpac,4,0.2625077869584798
li,counts,vpac,32,0.6134138270969446
li,counts,vpac,2,nan
li,counts,vpac,16,0.5436868270351459
li,counts,vpac,96,0.6565207457996116
li,counts,vpac,8,0.23790550758586257
li,counts,vpac,48,0.6706176246742733
li,counts,umap,4,0.011100037718988662
li,counts,umap,32,0.06078816517184713
li,counts,umap,2,0.06564161312815545
li,counts,umap,16,0.05730184069480917
li,counts,umap,96,0.011997986364180565
li,counts,umap,8,-0.017099471270813908
li,counts,umap,48,0.02909017917800754
li,counts,kpca-sig,4,nan
li,counts,kpca-sig,32,nan
li,counts,kpca-sig,2,nan
li,counts,kpca-sig,16,nan
li,counts,kpca-sig,96,nan
li,counts,kpca-sig,8,nan
li,counts,kpca-sig,48,nan
li,counts,nmf2,4,0.442348160119828
li,counts,nmf2,32,0.49261950524329357
li,counts,nmf2,2,0.3624785442236468
li,counts,nmf2,16,0.4768695249996023
li,counts,nmf2,96,0.5722763484874034
li,counts,nmf2,8,0.4886954360058287
li,counts,nmf2,48,0.525536758034389
li,counts,srp,4,0.4277408222323405
li,counts,srp,32,0.6506966938635335
li,counts,srp,2,0.30310890524039497
li,counts,srp,16,0.612084474315968
li,counts,srp,96,0.6724200309253565
li,counts,srp,8,0.5004324254120328
li,counts,srp,48,0.6197475245204104
li,counts,psmf,4,0.35325483657354123
li,counts,psmf,32,0.5015498438211387
li,counts,psmf,2,0.18692044540902572
li,counts,psmf,16,0.47919284891123093
li,counts,psmf,96,0.6797477075649477
li,counts,psmf,8,0.3600506000548309
li,counts,psmf,48,0.5386032166596669
li,counts,fica,4,0.4621169897975285
li,counts,fica,32,0.5721660463939963
li,counts,fica,2,0.35094188806557436
li,counts,fica,16,0.5133555214206658
li,counts,fica,96,0.6902600175384486
li,counts,fica,8,0.4975299634171876
li,counts,fica,48,0.6206836048081766
li,counts,lle,4,-0.11423383883676756
li,counts,lle,32,0.1138765711155457
li,counts,lle,2,-0.04841084026798069
li,counts,lle,16,-0.021907868870318706
li,counts,lle,96,0.01604558514536028
li,counts,lle,8,-0.013048384220612441
li,counts,lle,48,0.07331238111748589
li,counts,lsnmf,4,0.021915089748261823
li,counts,lsnmf,32,-0.008746874488639398
li,counts,lsnmf,2,0.029738871742497973
li,counts,lsnmf,16,0.03043906900686993
li,counts,lsnmf,96,-0.001219130449037037
li,counts,lsnmf,8,0.017051982455037334
li,counts,lsnmf,48,0.06344363211028245
li,counts,phate,4,0.1865583854109845
li,counts,phate,32,-0.05834789117087089
li,counts,phate,2,0.24746685187596895
li,counts,phate,16,-0.014054173338401709
li,counts,phate,96,-0.05086928215160064
li,counts,phate,8,0.09822255249828184
li,counts,phate,48,-0.09273857671635884
li,counts,kpca-rbf,4,0.09653972871238517
li,counts,kpca-rbf,32,nan
li,counts,kpca-rbf,2,0.01784971905756146
li,counts,kpca-rbf,16,0.07881439831806071
li,counts,kpca-rbf,96,0.024369972066290192
li,counts,kpca-rbf,8,0.12068002813468524
li,counts,kpca-rbf,48,0.04296865800929427
li,counts,isomap,4,0.23633887055830363
li,counts,isomap,32,0.5536140981790716
li,counts,isomap,2,0.15015906213312258
li,counts,isomap,16,0.5316571512250619
li,counts,isomap,96,0.620750164607299
li,counts,isomap,8,0.3614692155038012
li,counts,isomap,48,0.5877188919705809
li,counts,saucie,4,0.0340553791893636
li,counts,saucie,32,-0.03518469029819177
li,counts,saucie,2,0.0029021511320170604
li,counts,saucie,16,0.040959614082509255
li,counts,saucie,96,0.052912247889174896
li,counts,saucie,8,-0.0555367334308464
li,counts,saucie,48,0.07387526646134836
li,counts,bd,4,0.41401429138339274
li,counts,bd,32,0.4939094507501267
li,counts,bd,2,0.376921267822001
li,counts,bd,16,0.4203755076306475
li,counts,bd,96,0.626753494347429
li,counts,bd,8,0.5127929553763647
li,counts,bd,48,0.5504716352765386
li,counts,lda,4,0.3348802772111916
li,counts,lda,32,0.5701989700968894
li,counts,lda,2,0.290584574814123
li,counts,lda,16,0.4366033673279614
li,counts,lda,96,0.5274131711614851
li,counts,lda,8,0.2134060047346003
li,counts,lda,48,0.49445946617016157
li,counts,spectral,4,0.03383658166327941
li,counts,spectral,32,0.45409816034849165
li,counts,spectral,2,0.08970775051902877
li,counts,spectral,16,0.2709050775616589
li,counts,spectral,96,0.565491666104827
li,counts,spectral,8,-9.092766372031496e-05
li,counts,spectral,48,0.5356117009921608
li,counts,grp,4,0.5106760860879279
li,counts,grp,32,0.6180330490016522
li,counts,grp,2,0.4134393884519849
li,counts,grp,16,0.5979526623555889
li,counts,grp,96,0.6160194716270911
li,counts,grp,8,0.5020615285136497
li,counts,grp,48,0.6080243781368064
li,counts,fa,4,0.331917068843794
li,counts,fa,32,0.552943535891008
li,counts,fa,2,0.19716758139741858
li,counts,fa,16,0.46514783768677587
li,counts,fa,96,0.7746683669168882
li,counts,fa,8,0.2975948519844121
li,counts,fa,48,0.6925523533973986
li,counts,mctsne,4,0.035130753378798917
li,counts,mctsne,32,nan
li,counts,mctsne,2,0.07621954134723169
li,counts,mctsne,16,-0.001840347707149177
li,counts,mctsne,96,0.23415403711233904
li,counts,mctsne,8,0.027534412424643648
li,counts,mctsne,48,0.04687672805714838
li,counts,nmf,4,0.41542978395009433
li,counts,nmf,32,0.47706396377790955
li,counts,nmf,2,0.37658809457101
li,counts,nmf,16,0.46173144607558797
li,counts,nmf,96,0.6445504482918795
li,counts,nmf,8,0.4135377330824168
li,counts,nmf,48,0.5396123269759623
li,counts,kpca-pol,4,0.3167125431318604
li,counts,kpca-pol,32,0.4934544694435209
li,counts,kpca-pol,2,0.30379969544821955
li,counts,kpca-pol,16,0.4472671236458465
li,counts,kpca-pol,96,0.5566989047589186
li,counts,kpca-pol,8,0.41626809196671255
li,counts,kpca-pol,48,0.48876627528422195
li,counts,vasc,4,0.45329765734210936
li,counts,vasc,32,0.5987782514694375
li,counts,vasc,2,0.11795780304017915
li,counts,vasc,16,0.5669613362458086
li,counts,vasc,96,nan
li,counts,vasc,8,0.5753419305044557
li,counts,vasc,48,nan
li,counts,kpca-cos,4,0.29926886324868884
li,counts,kpca-cos,32,0.5325173302237881
li,counts,kpca-cos,2,0.2775387003382638
li,counts,kpca-cos,16,0.4141077834162485
li,counts,kpca-cos,96,0.5956421279240239
li,counts,kpca-cos,8,0.3337297785567512
li,counts,kpca-cos,48,0.5716724895338071
li,counts,pca,4,0.46211685592149787
li,counts,pca,32,0.5721042650555495
li,counts,pca,2,0.3509418756171958
li,counts,pca,16,0.5133345123342735
li,counts,pca,96,0.691286600967389
li,counts,pca,8,0.4975451486297099
li,counts,pca,48,0.6206326937339585
li,counts,pmf,4,0.2899275137204772
li,counts,pmf,32,0.6164222424260819
li,counts,pmf,2,0.2658795681707132
li,counts,pmf,16,0.5607201385449451
li,counts,pmf,96,0.6635677829320811
li,counts,pmf,8,0.4009840942251644
li,counts,pmf,48,0.631989141542428
li,counts,snmf,4,0.41242032083056673
li,counts,snmf,32,0.5401253311926878
li,counts,snmf,2,0.37091727390983753
li,counts,snmf,16,0.38402096074508363
li,counts,snmf,8,0.4235568025455121
li,counts,snmf,48,nan
li,counts,ipca,4,0.46211699178830945
li,counts,ipca,32,0.5721660452866824
li,counts,ipca,2,0.35094188359018985
li,counts,ipca,16,0.5133555190822551
li,counts,ipca,96,0.6902600206324966
li,counts,ipca,8,0.49752996309022746
li,counts,ipca,48,0.6206836066509968
li,counts,icm,4,0.16098400460582055
li,counts,icm,32,0.271143068491976
li,counts,icm,2,0.19855616724984673
li,counts,icm,16,0.19706466923809873
li,counts,icm,96,0.5437902935252794
li,counts,icm,8,0.17779206666212496
li,counts,icm,48,0.36642750683456504
li,counts,ivis,4,0.11069981817082813
li,counts,ivis,32,0.06771397820768581
li,counts,ivis,2,0.1342768036973884
li,counts,ivis,16,0.04475716452014987
li,counts,ivis,96,0.1971126303896366
li,counts,ivis,8,0.0878949690923908
li,counts,ivis,48,0.18120033643430908
li,logcounts,spca,4,0.2631411458162895
li,logcounts,spca,32,0.25969764326603056
li,logcounts,spca,2,0.24194862997324604
li,logcounts,spca,16,0.31543617267056145
li,logcounts,spca,96,0.17996843149014963
li,logcounts,spca,8,0.336923554797105
li,logcounts,spca,48,0.24866443636857025
li,logcounts,tsvd,4,0.2699931720914941
li,logcounts,tsvd,32,0.22184580511011376
li,logcounts,tsvd,2,0.24961755929220075
li,logcounts,tsvd,16,0.31574406583678094
li,logcounts,tsvd,96,0.10810075176481485
li,logcounts,tsvd,8,0.3272229924266939
li,logcounts,tsvd,48,0.1801064049961055
li,logcounts,spca-batch,4,0.2631872869330127
li,logcounts,spca-batch,32,0.314140914531038
li,logcounts,spca-batch,2,0.2743225284683705
li,logcounts,spca-batch,16,0.3103566832200437
li,logcounts,spca-batch,96,0.216223753047761
li,logcounts,spca-batch,8,0.27549041643763444
li,logcounts,spca-batch,48,0.24937448530169368
li,logcounts,zifa,4,0.2902196473088085
li,logcounts,zifa,32,0.35064676365251113
li,logcounts,zifa,2,0.25036484424582345
li,logcounts,zifa,16,0.3999904381204389
li,logcounts,zifa,8,0.3604559006026274
li,logcounts,nsnmf,4,0.22722071021292442
li,logcounts,nsnmf,32,0.40429201256395064
li,logcounts,nsnmf,2,0.21155656746746748
li,logcounts,nsnmf,16,0.3712610575520471
li,logcounts,nsnmf,96,0.5031827745250886
li,logcounts,nsnmf,8,0.3224936388109923
li,logcounts,nsnmf,48,0.42914334494653184
li,logcounts,vpac,4,0.2790192325654809
li,logcounts,vpac,32,0.21941380443460723
li,logcounts,vpac,2,0.23856109564790207
li,logcounts,vpac,16,0.1908729679374575
li,logcounts,vpac,96,0.2243690332418231
li,logcounts,vpac,8,0.1779794797203637
li,logcounts,vpac,48,0.2642224369973632
li,logcounts,umap,4,0.14742048696948343
li,logcounts,umap,32,0.12233367054779681
li,logcounts,umap,2,0.27681639681581655
li,logcounts,umap,16,0.1733034666822264
li,logcounts,umap,96,0.12069971729321173
li,logcounts,umap,8,0.21233647622398988
li,logcounts,umap,48,0.07327508315354203
li,logcounts,kpca-sig,4,0.13610278332732711
li,logcounts,kpca-sig,32,0.14958547055751398
li,logcounts,kpca-sig,2,0.14613885615342911
li,logcounts,kpca-sig,16,0.16350660360855326
li,logcounts,kpca-sig,96,0.08747242351402212
li,logcounts,kpca-sig,8,0.16904100128688027
li,logcounts,kpca-sig,48,0.12814862451978354
li,logcounts,nmf2,4,0.1926466454868031
li,logcounts,nmf2,32,0.2328210735211732
li,logcounts,nmf2,2,0.2284703339096021
li,logcounts,nmf2,16,0.2609202455066979
li,logcounts,nmf2,96,0.2863330232175092
li,logcounts,nmf2,8,0.2046375210426984
li,logcounts,nmf2,48,0.23800528748169938
li,logcounts,srp,4,0.17835470258754227
li,logcounts,srp,32,0.23311875561063974
li,logcounts,srp,2,0.030516968078043244
li,logcounts,srp,16,0.200406107384724
li,logcounts,srp,96,0.17468187037463634
li,logcounts,srp,8,0.1475152400191955
li,logcounts,srp,48,0.16495259013345318
li,logcounts,psmf,4,0.3033461197272987
li,logcounts,psmf,32,0.36128694643604886
li,logcounts,psmf,2,0.2131165889806325
li,logcounts,psmf,16,0.4107973260497818
li,logcounts,psmf,96,0.4120656313456268
li,logcounts,psmf,8,0.4022960646129259
li,logcounts,psmf,48,0.38310894292820413
li,logcounts,fica,4,0.2692887735798794
li,logcounts,fica,32,0.22410080531651586
li,logcounts,fica,2,0.24807717634393506
li,logcounts,fica,16,0.29045294958095436
li,logcounts,fica,96,0.11947201922392124
li,logcounts,fica,8,0.3179853988895815
li,logcounts,fica,48,0.18471905976522998
li,logcounts,lle,4,0.19780389779056792
li,logcounts,lle,32,0.10276283959885053
li,logcounts,lle,2,0.13118694580801413
li,logcounts,lle,16,0.13990550989208037
li,logcounts,lle,96,0.015041913693869842
li,logcounts,lle,8,0.02709082966358639
li,logcounts,lle,48,0.10018835415981525
li,logcounts,lsnmf,4,0.19700744442593443
li,logcounts,lsnmf,32,0.21028625304153245
li,logcounts,lsnmf,2,0.20693915894052978
li,logcounts,lsnmf,16,0.2560928446062826
li,logcounts,lsnmf,96,0.21116867222454355
li,logcounts,lsnmf,8,0.2793376055259763
li,logcounts,lsnmf,48,0.040636521382023824
li,logcounts,phate,4,0.20337304875574946
li,logcounts,phate,32,0.14939076496710132
li,logcounts,phate,2,0.140254408632086
li,logcounts,phate,16,0.25534379507980515
li,logcounts,phate,96,0.1324924324080571
li,logcounts,phate,8,0.2301996061710023
li,logcounts,phate,48,0.16683499172343683
li,logcounts,kpca-rbf,4,0.26703044682464333
li,logcounts,kpca-rbf,32,0.22832373874113063
li,logcounts,kpca-rbf,2,0.2799735855463497
li,logcounts,kpca-rbf,16,0.24585570350468283
li,logcounts,kpca-rbf,96,0.16207119482269194
li,logcounts,kpca-rbf,8,0.19483853883878224
li,logcounts,kpca-rbf,48,0.2318305449589056
li,logcounts,isomap,4,0.08709760083354047
li,logcounts,isomap,32,-0.016280662575868788
li,logcounts,isomap,2,0.10693555672385349
li,logcounts,isomap,16,0.04534266989320776
li,logcounts,isomap,96,-0.03623275833113127
li,logcounts,isomap,8,0.035998920147750114
li,logcounts,isomap,48,-0.0047709602650126805
li,logcounts,saucie,4,-0.012990960582819108
li,logcounts,saucie,32,0.030388455363143295
li,logcounts,saucie,2,0.012215840578534592
li,logcounts,saucie,16,0.017995720070697996
li,logcounts,saucie,96,-0.01323020451550962
li,logcounts,saucie,8,0.0057680644574371115
li,logcounts,saucie,48,-0.018609630457096
li,logcounts,bd,4,0.18199485304124485
li,logcounts,bd,32,0.4282420637501308
li,logcounts,bd,2,0.1858336577448228
li,logcounts,bd,16,0.3288855648963096
li,logcounts,bd,96,0.1510115082633583
li,logcounts,bd,8,0.3967704422626449
li,logcounts,bd,48,0.32931685718072756
li,logcounts,lda,4,0.0664716904596284
li,logcounts,lda,32,0.1610003384452327
li,logcounts,lda,2,0.1906023190049095
li,logcounts,lda,16,0.18093295835556594
li,logcounts,lda,96,0.14386951370227974
li,logcounts,lda,8,0.107062601830287
li,logcounts,lda,48,0.15941958692463662
li,logcounts,spectral,4,0.16492381842711074
li,logcounts,spectral,32,0.1703824483616064
li,logcounts,spectral,2,0.1720440860072014
li,logcounts,spectral,16,0.17215623725071338
li,logcounts,spectral,96,0.08094730406424087
li,logcounts,spectral,8,0.17219007590422453
li,logcounts,spectral,48,0.1323520395198233
li,logcounts,grp,4,0.18547126704931366
li,logcounts,grp,32,0.14491734793858932
li,logcounts,grp,2,0.17458134228124594
li,logcounts,grp,16,0.21304257668747098
li,logcounts,grp,96,0.21970119516667302
li,logcounts,grp,8,0.21159445450758754
li,logcounts,grp,48,0.17347774274653985
li,logcounts,fa,4,0.33301378067452597
li,logcounts,fa,32,0.6134986570609015
li,logcounts,fa,2,0.27237794098339635
li,logcounts,fa,16,0.489149264911153
li,logcounts,fa,96,0.773563504361433
li,logcounts,fa,8,0.4280196853957448
li,logcounts,fa,48,0.6999119475585078
li,logcounts,mctsne,4,0.16334817763129414
li,logcounts,mctsne,32,nan
li,logcounts,mctsne,2,0.1480608087230394
li,logcounts,mctsne,16,0.1507088594931749
li,logcounts,mctsne,96,nan
li,logcounts,mctsne,8,0.1920101783815005
li,logcounts,mctsne,48,0.1540228606995137
li,logcounts,nmf,4,0.1846999087836525
li,logcounts,nmf,32,0.3570374758896218
li,logcounts,nmf,2,0.1937527122655971
li,logcounts,nmf,16,0.30577745679769397
li,logcounts,nmf,96,0.20043883945256233
li,logcounts,nmf,8,0.2788891714473803
li,logcounts,nmf,48,0.30383155218817587
li,logcounts,kpca-pol,4,0.3182278649601831
li,logcounts,kpca-pol,32,0.29693901455669164
li,logcounts,kpca-pol,2,0.3244643606439252
li,logcounts,kpca-pol,16,0.37430753718821325
li,logcounts,kpca-pol,96,0.17156380308294483
li,logcounts,kpca-pol,8,0.3790539110744888
li,logcounts,kpca-pol,48,0.2413568353495391
li,logcounts,vasc,4,0.23875094290792934
li,logcounts,vasc,32,0.16956717975606897
li,logcounts,vasc,2,0.2066486262820876
li,logcounts,vasc,16,0.27807915829811
li,logcounts,vasc,96,nan
li,logcounts,vasc,8,0.26489617946194227
li,logcounts,vasc,48,0.2721229186451677
li,logcounts,kpca-cos,4,0.25435244109256483
li,logcounts,kpca-cos,32,0.18245810330090367
li,logcounts,kpca-cos,2,0.1875392066441942
li,logcounts,kpca-cos,16,0.22080545794588158
li,logcounts,kpca-cos,96,0.11945114529459708
li,logcounts,kpca-cos,8,0.22325310684553432
li,logcounts,kpca-cos,48,0.16235261897542522
li,logcounts,pca,4,0.2692887773437123
li,logcounts,pca,32,0.21832401359652173
li,logcounts,pca,2,0.2480771758726428
li,logcounts,pca,16,0.2945243627629585
li,logcounts,pca,96,0.09790942382755409
li,logcounts,pca,8,0.3179842257417972
li,logcounts,pca,48,0.17296725472250954
li,logcounts,pmf,4,0.31023733271492654
li,logcounts,pmf,32,0.39491870909131926
li,logcounts,pmf,2,0.24682404922850307
li,logcounts,pmf,16,0.28211564252647975
li,logcounts,pmf,96,0.416029898860855
li,logcounts,pmf,8,0.25071988094238934
li,logcounts,pmf,48,0.3949137366837423
li,logcounts,snmf,4,0.1829984549645199
li,logcounts,snmf,32,0.2576450619916051
li,logcounts,snmf,2,0.19368105279034079
li,logcounts,snmf,16,0.32257884994415287
li,logcounts,snmf,96,0.1750646900159224
li,logcounts,snmf,8,0.2721583516430348
li,logcounts,snmf,48,0.1860693319666345
li,logcounts,icm,4,0.17979044475402656
li,logcounts,icm,32,0.3104473234244221
