dataset,count,method,dimensions,rho.cosine
baron-mouse,counts,vpac,48,0.27088244652708576
baron-mouse,counts,vpac,32,0.2540264411447585
baron-mouse,counts,vpac,2,-0.1110589472120529
baron-mouse,counts,vpac,4,0.21946343577425373
baron-mouse,counts,vpac,8,0.20811232326359883
baron-mouse,counts,vpac,16,0.23088580196037692
baron-mouse,counts,kpca-rbf,96,0.0001233991527096988
baron-mouse,counts,kpca-rbf,48,0.0018657993714302806
baron-mouse,counts,kpca-rbf,32,0.0023979075844554345
baron-mouse,counts,kpca-rbf,2,0.0026752000784464294
baron-mouse,counts,kpca-rbf,4,0.0013662196638370193
baron-mouse,counts,kpca-rbf,8,0.0016268162141974826
baron-mouse,counts,kpca-rbf,16,0.001403085810623547
baron-mouse,counts,mctsne,96,0.4109658825487905
baron-mouse,counts,mctsne,48,nan
baron-mouse,counts,mctsne,32,nan
baron-mouse,counts,mctsne,2,0.39402374424234393
baron-mouse,counts,mctsne,4,0.42307611885205754
baron-mouse,counts,mctsne,8,0.3927509431212847
baron-mouse,counts,mctsne,16,0.39649739474353746
baron-mouse,counts,nmf,96,0.9116424681215027
baron-mouse,counts,nmf,48,0.9283936866425895
baron-mouse,counts,nmf,32,0.9312367085535443
baron-mouse,counts,nmf,2,0.8570470750722261
baron-mouse,counts,nmf,4,0.8859940586098399
baron-mouse,counts,nmf,8,0.9056569191582151
baron-mouse,counts,nmf,16,0.9426384427727998
baron-mouse,counts,srp,96,0.8351129411705688
baron-mouse,counts,srp,48,0.4926857405974011
baron-mouse,counts,srp,32,0.825429342206911
baron-mouse,counts,srp,2,nan
baron-mouse,counts,srp,4,0.18236339684033728
baron-mouse,counts,srp,8,0.1014844799521224
baron-mouse,counts,srp,16,0.4010844835006831
baron-mouse,counts,snmf,48,0.6173711282307837
baron-mouse,counts,snmf,32,0.7962544285951669
baron-mouse,counts,snmf,2,0.8390085398214131
baron-mouse,counts,snmf,4,0.755984220520006
baron-mouse,counts,snmf,8,0.8217018773633863
baron-mouse,counts,snmf,16,0.8261497272152355
baron-mouse,counts,psmf,96,0.2259948532451631
baron-mouse,counts,psmf,48,0.22039865486217608
baron-mouse,counts,psmf,32,0.35184058012930164
baron-mouse,counts,psmf,2,0.2807882628132
baron-mouse,counts,psmf,4,0.2127285633012705
baron-mouse,counts,psmf,8,0.23053207784218485
baron-mouse,counts,psmf,16,0.39162267833531467
baron-mouse,counts,kpca-pol,96,0.13623593241427012
baron-mouse,counts,kpca-pol,48,0.13614919208547352
baron-mouse,counts,kpca-pol,32,0.1362174939312825
baron-mouse,counts,kpca-pol,2,0.12686120246067875
baron-mouse,counts,kpca-pol,4,0.10733998391775601
baron-mouse,counts,kpca-pol,8,0.1360643477841976
baron-mouse,counts,kpca-pol,16,0.1371314741543821
baron-mouse,counts,ivis,96,0.2573893067606023
baron-mouse,counts,ivis,48,0.35684458704797206
baron-mouse,counts,ivis,32,0.49600545811969793
baron-mouse,counts,ivis,2,0.507277464960272
baron-mouse,counts,ivis,4,0.19701153588394826
baron-mouse,counts,ivis,8,0.1459463114998945
baron-mouse,counts,ivis,16,0.3848961806003168
baron-mouse,counts,spectral,96,0.14810158038885043
baron-mouse,counts,spectral,48,0.17717601554265885
baron-mouse,counts,spectral,32,0.19038384958589136
baron-mouse,counts,spectral,2,0.43015844672758063
baron-mouse,counts,spectral,4,0.2703705962244048
baron-mouse,counts,spectral,8,0.23444532894479778
baron-mouse,counts,spectral,16,0.2219319179535366
baron-mouse,counts,nmf2,96,0.8819717007797491
baron-mouse,counts,nmf2,48,0.8785851412189415
baron-mouse,counts,nmf2,32,0.8489479476519867
baron-mouse,counts,nmf2,2,0.8434462365418305
baron-mouse,counts,nmf2,4,0.6895730348790056
baron-mouse,counts,nmf2,8,0.8027235040755292
baron-mouse,counts,nmf2,16,0.8440753331375617
baron-mouse,counts,icm,96,0.13675067488716605
baron-mouse,counts,icm,48,0.06367956648258019
baron-mouse,counts,icm,32,nan
baron-mouse,counts,icm,2,nan
baron-mouse,counts,icm,4,nan
baron-mouse,counts,icm,8,nan
baron-mouse,counts,icm,16,nan
baron-mouse,counts,pca,96,0.45308049850140836
baron-mouse,counts,pca,48,0.4499474056977198
baron-mouse,counts,pca,32,0.4479505852062956
baron-mouse,counts,pca,2,0.38974183758609066
baron-mouse,counts,pca,4,0.42718945031681393
baron-mouse,counts,pca,8,0.4279702896251432
baron-mouse,counts,pca,16,0.4428891449564065
baron-mouse,counts,saucie,96,0.012730058761359221
baron-mouse,counts,saucie,48,0.002897558163419682
baron-mouse,counts,saucie,32,-0.012234318429537688
baron-mouse,counts,saucie,2,0.0019751259334131574
baron-mouse,counts,saucie,4,0.015250372590232668
baron-mouse,counts,saucie,8,0.0046724588572630565
baron-mouse,counts,saucie,16,0.0003973640914789748
baron-mouse,counts,spca,96,0.4541084656366775
baron-mouse,counts,spca,48,0.4508965077377414
baron-mouse,counts,spca,32,0.4487911541652454
baron-mouse,counts,spca,2,0.38974164365510766
baron-mouse,counts,spca,4,0.42718923109918666
baron-mouse,counts,spca,8,0.42796997842884954
baron-mouse,counts,spca,16,0.4428893988717877
baron-mouse,counts,spca-batch,96,0.375414868524999
baron-mouse,counts,spca-batch,48,0.30848444886879695
baron-mouse,counts,spca-batch,32,0.41808112756748916
baron-mouse,counts,spca-batch,2,0.6402448154910276
baron-mouse,counts,spca-batch,4,0.6394331265380402
baron-mouse,counts,spca-batch,8,0.5102346138220716
baron-mouse,counts,spca-batch,16,0.44837700656938206
baron-mouse,counts,nsnmf,96,0.7410978013526637
baron-mouse,counts,nsnmf,48,0.7518614908507592
baron-mouse,counts,nsnmf,32,0.7812064414219646
baron-mouse,counts,nsnmf,2,0.31733373129902986
baron-mouse,counts,nsnmf,4,0.6151147420733051
baron-mouse,counts,nsnmf,8,0.6673718238489565
baron-mouse,counts,nsnmf,16,0.7791491139619002
baron-mouse,counts,lsnmf,96,-0.006139222183214349
baron-mouse,counts,lsnmf,48,0.00465957130767334
baron-mouse,counts,lsnmf,32,-0.013787680567785543
baron-mouse,counts,lsnmf,2,0.0020090884067167428
baron-mouse,counts,lsnmf,4,-0.007898736041224132
baron-mouse,counts,lsnmf,8,-0.016743213933249027
baron-mouse,counts,lsnmf,16,-0.0019999311461773948
baron-mouse,counts,bd,96,0.6149072504880818
baron-mouse,counts,bd,48,0.6847891980802712
baron-mouse,counts,bd,32,0.7539688623133619
baron-mouse,counts,bd,2,-0.2092242934054089
baron-mouse,counts,bd,4,0.2369790022619267
baron-mouse,counts,bd,8,0.84396362091854
baron-mouse,counts,bd,16,0.8001391718625418
baron-mouse,counts,fa,96,0.32874869557460756
baron-mouse,counts,fa,48,0.3378675153654282
baron-mouse,counts,fa,32,0.34405432075763703
baron-mouse,counts,fa,2,0.2428062093040809
baron-mouse,counts,fa,4,0.40902891027023336
baron-mouse,counts,fa,8,0.512773396196435
baron-mouse,counts,fa,16,0.3693741188789272
baron-mouse,logcounts,zifa,32,0.635945983637324
baron-mouse,logcounts,zifa,2,0.7176564340588028
baron-mouse,logcounts,zifa,4,0.6744307709089281
baron-mouse,logcounts,zifa,8,0.6449317411879774
baron-mouse,logcounts,zifa,16,0.6444469652411335
baron-mouse,logcounts,vasc,96,nan
baron-mouse,logcounts,vasc,48,nan
baron-mouse,logcounts,vasc,32,0.15454267575668515
baron-mouse,logcounts,vasc,2,0.22741396756285465
baron-mouse,logcounts,vasc,4,0.3120311174861067
baron-mouse,logcounts,vasc,8,0.17993572369618516
baron-mouse,logcounts,vasc,16,0.11994260746076606
baron-mouse,logcounts,lle,96,0.08804761691270055
baron-mouse,logcounts,lle,48,0.09267214593642256
baron-mouse,logcounts,lle,32,0.09565392541199043
baron-mouse,logcounts,lle,2,0.11887517575492237
baron-mouse,logcounts,lle,4,0.050566333099598404
baron-mouse,logcounts,lle,8,0.11327649104558385
baron-mouse,logcounts,lle,16,0.09047729506989272
baron-mouse,logcounts,kpca-cos,96,0.38049782896443346
baron-mouse,logcounts,kpca-cos,48,0.3818363665013572
baron-mouse,logcounts,kpca-cos,32,0.3812663139528676
baron-mouse,logcounts,kpca-cos,2,0.437333690015935
baron-mouse,logcounts,kpca-cos,4,0.3944469611754003
baron-mouse,logcounts,kpca-cos,8,0.3792960386582601
baron-mouse,logcounts,kpca-cos,16,0.37962641524360285
baron-mouse,logcounts,grp,96,0.645795740685775
baron-mouse,logcounts,grp,48,0.5133478161851285
baron-mouse,logcounts,grp,32,0.445303322083108
baron-mouse,logcounts,grp,2,0.19878208798857547
baron-mouse,logcounts,grp,4,0.08828476014351633
baron-mouse,logcounts,grp,8,0.2384033830155833
baron-mouse,logcounts,grp,16,0.36594068211774644
baron-mouse,logcounts,pmf,96,0.604051917027734
baron-mouse,logcounts,pmf,48,0.5409845717781773
baron-mouse,logcounts,pmf,32,0.5362247681712835
baron-mouse,logcounts,pmf,2,0.2966500107930492
baron-mouse,logcounts,pmf,4,0.34162683344254474
baron-mouse,logcounts,pmf,8,0.432422401494888
baron-mouse,logcounts,pmf,16,0.5002861928632656
baron-mouse,logcounts,ipca,96,0.2316669318106677
baron-mouse,logcounts,ipca,48,0.23775058342787192
baron-mouse,logcounts,ipca,32,0.24076795347169916
baron-mouse,logcounts,ipca,2,0.1827462683007088
baron-mouse,logcounts,ipca,4,0.26676253588301335
baron-mouse,logcounts,ipca,8,0.2481172419438294
baron-mouse,logcounts,ipca,16,0.24281529944550964
baron-mouse,logcounts,lda,96,0.48129435817429655
baron-mouse,logcounts,lda,48,0.4411081243900957
baron-mouse,logcounts,lda,32,0.4758222076827388
baron-mouse,logcounts,lda,2,0.2683653873272516
baron-mouse,logcounts,lda,4,0.39465283902989534
baron-mouse,logcounts,lda,8,0.37394217467706375
baron-mouse,logcounts,lda,16,0.4122776008766052
baron-mouse,logcounts,kpca-sig,96,0.3120234896505359
baron-mouse,logcounts,kpca-sig,48,0.31823981493494213
baron-mouse,logcounts,kpca-sig,32,0.32175858670674723
baron-mouse,logcounts,kpca-sig,2,0.31584359028540315
baron-mouse,logcounts,kpca-sig,4,0.3255528684660319
baron-mouse,logcounts,kpca-sig,8,0.3267321654681868
baron-mouse,logcounts,kpca-sig,16,0.3262699814519437
baron-mouse,logcounts,umap,96,-0.11655235586874442
baron-mouse,logcounts,umap,48,-0.17564141870239605
baron-mouse,logcounts,umap,32,-0.09792813308365472
baron-mouse,logcounts,umap,2,0.2880208782106587
baron-mouse,logcounts,umap,4,-0.21837128966383754
baron-mouse,logcounts,umap,8,-0.06357339427670294
baron-mouse,logcounts,umap,16,-0.17279939514740206
baron-mouse,logcounts,phate,96,0.32731082090069213
baron-mouse,logcounts,phate,48,0.3116852135598704
baron-mouse,logcounts,phate,32,0.3281376879052488
baron-mouse,logcounts,phate,2,0.33199613772544284
baron-mouse,logcounts,phate,4,0.32700488429255703
baron-mouse,logcounts,phate,8,0.3129337706231117
baron-mouse,logcounts,phate,16,0.3131232082078868
baron-mouse,logcounts,fica,96,0.10271034327666811
baron-mouse,logcounts,fica,48,0.11202243679774088
baron-mouse,logcounts,fica,32,0.12224626530037883
baron-mouse,logcounts,fica,2,0.19840701944655612
baron-mouse,logcounts,fica,4,0.3020743909816831
baron-mouse,logcounts,fica,8,0.20465488430211565
baron-mouse,logcounts,fica,16,0.15264758879910162
baron-mouse,logcounts,isomap,96,-0.16970397858585226
baron-mouse,logcounts,isomap,48,-0.1706964513948761
baron-mouse,logcounts,isomap,32,-0.17124710627354367
baron-mouse,logcounts,isomap,2,-0.2048195780161417
baron-mouse,logcounts,isomap,4,-0.1695196833875429
baron-mouse,logcounts,isomap,8,-0.1812405457003257
baron-mouse,logcounts,isomap,16,-0.1696643150120352
baron-mouse,logcounts,tsvd,96,0.7508283724018278
baron-mouse,logcounts,tsvd,48,0.6869961853698446
baron-mouse,logcounts,tsvd,32,0.6580501370272849
baron-mouse,logcounts,tsvd,2,0.42523782312748987
baron-mouse,logcounts,tsvd,4,0.5787799101382995
baron-mouse,logcounts,tsvd,8,0.5827284985031032
baron-mouse,logcounts,tsvd,16,0.6137950954953284
baron-mouse,logcounts,vpac,96,0.17078443736539228
baron-mouse,logcounts,vpac,48,0.18409620784649275
baron-mouse,logcounts,vpac,32,0.1314038210909876
baron-mouse,logcounts,vpac,2,0.19567421466426085
baron-mouse,logcounts,vpac,4,0.28356680406019247
baron-mouse,logcounts,vpac,8,0.20992366983473523
baron-mouse,logcounts,vpac,16,0.1698463201641293
baron-mouse,logcounts,kpca-rbf,96,0.24081359702938404
baron-mouse,logcounts,kpca-rbf,48,0.26469931346051745
baron-mouse,logcounts,kpca-rbf,32,0.2743589331619163
baron-mouse,logcounts,kpca-rbf,2,0.2634865038170835
baron-mouse,logcounts,kpca-rbf,4,0.33417079071299866
baron-mouse,logcounts,kpca-rbf,8,0.3153644901264176
baron-mouse,logcounts,kpca-rbf,16,0.2970747936968773
baron-mouse,logcounts,mctsne,96,nan
baron-mouse,logcounts,mctsne,48,nan
baron-mouse,logcounts,mctsne,32,nan
baron-mouse,logcounts,mctsne,2,0.11300598854012851
baron-mouse,logcounts,mctsne,4,0.10937377374914835
baron-mouse,logcounts,mctsne,8,0.08785415342493613
baron-mouse,logcounts,nmf,96,0.3152391865455894
baron-mouse,logcounts,nmf,48,0.39340790047374974
baron-mouse,logcounts,nmf,32,0.423170508393272
baron-mouse,logcounts,nmf,2,0.3277990440161133
baron-mouse,logcounts,nmf,4,0.4836477932534142
baron-mouse,logcounts,nmf,8,0.447409910848368
baron-mouse,logcounts,nmf,16,0.44422025202426174
baron-mouse,logcounts,srp,96,0.6426931433222112
baron-mouse,logcounts,srp,48,0.56032656266394
baron-mouse,logcounts,srp,32,0.5796898681569083
baron-mouse,logcounts,srp,2,0.05260722378403343
baron-mouse,logcounts,srp,4,0.15932189629254093
baron-mouse,logcounts,srp,8,0.21428362321779248
baron-mouse,logcounts,srp,16,0.40067520852429606
baron-mouse,logcounts,snmf,96,0.29817429783165483
baron-mouse,logcounts,snmf,48,0.44448857033380085
baron-mouse,logcounts,snmf,32,0.4379320135402748
baron-mouse,logcounts,snmf,2,0.32543662395913137
baron-mouse,logcounts,snmf,4,0.46853517162044167
baron-mouse,logcounts,snmf,8,0.4804885924274772
baron-mouse,logcounts,snmf,16,0.45890614566753046
baron-mouse,logcounts,psmf,96,0.7687640960402207
baron-mouse,logcounts,psmf,48,0.5515360708008927
baron-mouse,logcounts,psmf,32,0.5034622338182966
baron-mouse,logcounts,psmf,2,0.38902479455319416
baron-mouse,logcounts,psmf,4,0.4762040325773795
baron-mouse,logcounts,psmf,8,0.4508524434590005
baron-mouse,logcounts,psmf,16,0.45860451473615427
baron-mouse,logcounts,kpca-pol,96,-0.05138234638256427
baron-mouse,logcounts,kpca-pol,48,-0.03044659542479012
baron-mouse,logcounts,kpca-pol,32,-0.02375325264047796
baron-mouse,logcounts,kpca-pol,2,-0.02028267617115099
baron-mouse,logcounts,kpca-pol,4,-0.018020237562775737
baron-mouse,logcounts,kpca-pol,8,-0.01087469694501819
baron-mouse,logcounts,kpca-pol,16,-0.016246673849232982
baron-mouse,logcounts,ivis,96,0.3085446578826169
baron-mouse,logcounts,ivis,48,0.30415514380583847
baron-mouse,logcounts,ivis,32,0.31666599049391436
baron-mouse,logcounts,ivis,2,0.3071969406348904
baron-mouse,logcounts,ivis,4,0.3039277856279353
baron-mouse,logcounts,ivis,8,0.2736819279072021
baron-mouse,logcounts,ivis,16,0.3244619803635833
baron-mouse,logcounts,spectral,96,0.046974541021857934
baron-mouse,logcounts,spectral,48,0.06524746956008773
baron-mouse,logcounts,spectral,32,0.0803182607849946
baron-mouse,logcounts,spectral,2,0.21371937208205366
baron-mouse,logcounts,spectral,4,0.20528957375478107
baron-mouse,logcounts,spectral,8,0.15968487170214526
baron-mouse,logcounts,spectral,16,0.11644935542768683
baron-mouse,logcounts,nmf2,96,0.5784672582849204
baron-mouse,logcounts,nmf2,48,0.5460233730036154
baron-mouse,logcounts,nmf2,32,0.5362793932678205
baron-mouse,logcounts,nmf2,2,0.40185641629569935
baron-mouse,logcounts,nmf2,4,0.39192333363841425
baron-mouse,logcounts,nmf2,8,0.4739898315346955
baron-mouse,logcounts,nmf2,16,0.47677503302173097
baron-mouse,logcounts,icm,96,0.22571717399343844
baron-mouse,logcounts,icm,48,0.34154776804770304
baron-mouse,logcounts,icm,32,0.4522741093273627
baron-mouse,logcounts,icm,2,0.324726038251034
baron-mouse,logcounts,icm,4,0.5032909980848375
baron-mouse,logcounts,icm,8,0.4499400997896168
baron-mouse,logcounts,icm,16,0.44775600919873
baron-mouse,logcounts,pca,96,0.23227093924997877
baron-mouse,logcounts,pca,48,0.23777461971016173
baron-mouse,logcounts,pca,32,0.2405063960276593
baron-mouse,logcounts,pca,2,0.1827462683138802
baron-mouse,logcounts,pca,4,0.26676253606409844
baron-mouse,logcounts,pca,8,0.24811821290635688
baron-mouse,logcounts,pca,16,0.24290310851095714
baron-mouse,logcounts,saucie,96,0.0015828594247799337
baron-mouse,logcounts,saucie,48,-0.02248321343247974
baron-mouse,logcounts,saucie,32,-0.009947793981947967
baron-mouse,logcounts,saucie,2,0.006069469743599004
baron-mouse,logcounts,saucie,4,0.0037568818571611638
baron-mouse,logcounts,saucie,8,-0.016714307358951477
baron-mouse,logcounts,saucie,16,-0.005145900636361734
baron-mouse,logcounts,spca,96,0.2860591387502953
baron-mouse,logcounts,spca,48,0.2756548085546991
baron-mouse,logcounts,spca,32,0.27341187145688267
baron-mouse,logcounts,spca,2,0.18686398761489198
baron-mouse,logcounts,spca,4,0.26484408536751813
baron-mouse,logcounts,spca,8,0.24265851657889534
baron-mouse,logcounts,spca,16,0.2605468514346731
baron-mouse,logcounts,spca-batch,96,0.20243718683458237
baron-mouse,logcounts,spca-batch,48,0.23136105555880507
baron-mouse,logcounts,spca-batch,32,0.2542755823394304
baron-mouse,logcounts,spca-batch,2,0.1934154021824919
baron-mouse,logcounts,spca-batch,4,0.2797094421286152
baron-mouse,logcounts,spca-batch,8,0.24870406962882627
baron-mouse,logcounts,spca-batch,16,0.28214974314493013
baron-mouse,logcounts,nsnmf,96,0.485752612603757
baron-mouse,logcounts,nsnmf,48,0.4408099184243273
baron-mouse,logcounts,nsnmf,32,0.40777685954300663
baron-mouse,logcounts,nsnmf,2,0.05777059088493005
baron-mouse,logcounts,nsnmf,4,0.2467935341592892
baron-mouse,logcounts,nsnmf,8,0.3163497102678182
baron-mouse,logcounts,nsnmf,16,0.3805114199248827
baron-mouse,logcounts,lsnmf,96,0.007094739875802534
baron-mouse,logcounts,lsnmf,48,0.4593116125690787
baron-mouse,logcounts,lsnmf,32,0.45336063833020085
baron-mouse,logcounts,lsnmf,2,0.3837042351269218
baron-mouse,logcounts,lsnmf,4,0.4023431548161215
baron-mouse,logcounts,lsnmf,8,0.47901124603962575
baron-mouse,logcounts,lsnmf,16,0.41898024779535264
baron-mouse,logcounts,bd,96,-0.16971152677015075
baron-mouse,logcounts,bd,48,0.26003777125982974
baron-mouse,logcounts,bd,32,0.243939038252175
baron-mouse,logcounts,bd,2,0.3096772702824174
baron-mouse,logcounts,bd,4,-0.16392420576371797
baron-mouse,logcounts,bd,8,0.3419723255508272
baron-mouse,logcounts,bd,16,0.3385871540834634
baron-mouse,logcounts,fa,96,0.12566442631405406
baron-mouse,logcounts,fa,48,0.12795276731832894
baron-mouse,logcounts,fa,32,0.13962488481369148
baron-mouse,logcounts,fa,2,0.16722615603912988
baron-mouse,logcounts,fa,4,0.17081473173510922
