,k,time,ari,nmi,ss,vrc,dbs,dataset,method,count_type,dimensions,loss_criteria
8,11,0.07016468048095703,0.7939004260848717,0.8240425553224091,0.1883885,186.65128111665481,1.836165357531372,tasic-reads,lsnmf,logcounts,48,ari
10,13,0.0803980827331543,0.7440382812813644,0.8259836282619976,0.17222739999999997,171.0910348321092,1.8722281352882344,tasic-reads,lsnmf,logcounts,48,nmi
1,4,0.2052924633026123,0.3635879015378699,0.6159898039075242,0.5575854,2207.640066638875,0.6762514207738982,tasic-reads,lsnmf,logcounts,4,ss
3,6,0.032477617263793945,0.5810754793841899,0.6963114186776214,0.5132074000000001,2986.4429575748327,0.6901566767778732,tasic-reads,lsnmf,logcounts,4,vrc
1,4,0.2052924633026123,0.3635879015378699,0.6159898039075242,0.5575854,2207.640066638875,0.6762514207738982,tasic-reads,lsnmf,logcounts,4,dbs
7,10,0.034478425979614265,0.8073285448224289,0.8412239170658214,0.4909889,496.1617996605658,1.089059588674733,tasic-reads,lda,logcounts,32,ari
10,13,0.0255434513092041,0.7747960531556953,0.8515994718156755,0.5337389,593.6752587849028,0.8045684312240101,tasic-reads,lda,logcounts,32,nmi
0,3,0.3888647556304932,0.26687814982336416,0.467998835023708,0.7712734,30985.707326144195,0.4074864644688458,tasic-reads,lda,counts,2,ss
52,55,0.052021026611328125,0.14830910831093813,0.4474534100453277,0.574654,440340.83511623315,0.4698797398116561,tasic-reads,lda,logcounts,2,vrc
2,5,0.02153182029724121,0.35820669302228497,0.6165643208182539,0.7678454,9675.922644530609,0.3606150608125589,tasic-reads,lda,counts,4,dbs
11,14,0.07931065559387207,0.7761586337344413,0.8012314183489856,0.3493954,330.4781316339601,1.049757574929366,tasic-reads,zifa,logcounts,16,ari
9,12,0.07581639289855957,0.7153289581656109,0.8102191793917092,0.28254917,158.15643112280588,1.3760684484621573,tasic-reads,zifa,counts,32,nmi
0,3,0.3780758380889893,0.2699850243174728,0.5343095800444597,0.6534075,4002.6109153393763,0.4690415304077173,tasic-reads,zifa,logcounts,2,ss
5,8,0.027947187423706055,0.444462362893816,0.6161080250332592,0.4561138,5320.305363395014,0.7419730938827903,tasic-reads,zifa,counts,2,vrc
0,3,0.3780758380889893,0.2699850243174728,0.5343095800444597,0.6534075,4002.6109153393763,0.4690415304077173,tasic-reads,zifa,logcounts,2,dbs
9,12,0.08820438385009766,0.8115050956455301,0.8362158239421921,0.20752175,174.47759686035354,1.5798765869642672,tasic-reads,spca-batch,logcounts,96,ari
9,12,0.08820438385009766,0.8115050956455301,0.8362158239421921,0.20752175,174.47759686035354,1.5798765869642672,tasic-reads,spca-batch,logcounts,96,nmi
0,3,0.5960071086883545,0.2678994406417976,0.5214250152889929,0.63929313,3770.892894208053,0.5025545123464024,tasic-reads,spca-batch,logcounts,2,ss
8,11,0.04951977729797363,0.3749136297412394,0.5793251535683329,0.42026678,5008.428235136996,0.746830826497331,tasic-reads,spca-batch,logcounts,2,vrc
1,4,0.275254487991333,0.3262592900692856,0.5581534572590217,0.62042683,4694.524384925979,0.4910180652542645,tasic-reads,spca-batch,logcounts,2,dbs
13,16,0.04787397384643555,0.7028816016762788,0.8144876311064212,0.42314485,500.70429168371595,0.8961548403946559,tasic-reads,kpca-rbf,logcounts,16,ari
13,16,0.0738067626953125,0.6918047513310154,0.8174042872127995,0.22313607,131.20367327269935,1.6190476301193213,tasic-reads,kpca-rbf,logcounts,48,nmi
27,30,0.0655210018157959,-0.0022410181263497982,0.07143652022313772,0.6894104999999999,2113.6117235077854,0.7005201200829109,tasic-reads,kpca-rbf,counts,2,ss
51,54,0.0628657341003418,0.19485744022373475,0.5362326492553546,0.39510402,4820.806534882003,0.7308525867686909,tasic-reads,kpca-rbf,logcounts,2,vrc
0,3,0.5668673515319824,0.00015850201347829572,0.002657647415031141,0.3940077,5.5700229981301685,0.3658123696655633,tasic-reads,kpca-rbf,counts,96,dbs
10,13,0.05657339096069336,0.678287868731584,0.7937347907319884,0.29637617,374.47237915659247,1.37113199311393,tasic-reads,kpca-pol,logcounts,32,ari
13,16,0.061978340148925774,0.6612747304543541,0.8058728807138344,0.30234155,339.9605232108095,1.380057512646893,tasic-reads,kpca-pol,logcounts,32,nmi
1,4,0.2520864009857178,0.008981689504652234,0.07442742698428435,0.92109084,3964.810240824439,0.5243262171782368,tasic-reads,kpca-pol,counts,2,ss
52,55,0.09214591979980467,0.07266667944300041,0.2386159268349313,0.40260905,13279.508690068362,0.5026454389403908,tasic-reads,kpca-pol,counts,2,vrc
51,54,0.04941511154174805,0.07582265154497393,0.24677578539453865,0.4682242999999999,12854.23060912524,0.4766604650260045,tasic-reads,kpca-pol,counts,2,dbs
12,15,0.10842299461364746,0.7640905508828252,0.8016836264111777,0.6745747,16785.991614362043,0.37669489379798504,tasic-reads,umap,counts,48,ari
11,14,0.08121132850646973,0.7447874320497235,0.8041402840327894,0.67693216,15946.95298844762,0.3606880625055831,tasic-reads,umap,counts,48,nmi
1,4,0.2582104206085205,0.26567764269655203,0.5449301587057277,0.87500453,17309.26398090443,0.18730226464691505,tasic-reads,umap,logcounts,48,ss
48,51,0.05412817001342773,0.2706579138934565,0.6915957257874887,0.45982385,71832.90904907517,0.7323281902340104,tasic-reads,umap,logcounts,2,vrc
1,4,0.2664062976837158,0.26567764269655203,0.5449301587057277,0.8677783000000001,17375.747194276395,0.18497560527618467,tasic-reads,umap,logcounts,32,dbs
7,10,0.04815506935119629,0.7347333627678827,0.7986658442313815,0.54539585,1007.3754455194901,0.7482114717253591,tasic-reads,spectral,logcounts,8,ari
7,10,0.04815506935119629,0.7347333627678827,0.7986658442313815,0.54539585,1007.3754455194901,0.7482114717253591,tasic-reads,spectral,logcounts,8,nmi
0,3,0.6403298377990723,0.2686831123139655,0.5285239122348337,0.8958603999999999,22535.65588147886,0.15688407693763315,tasic-reads,spectral,logcounts,2,ss
52,55,0.06559920310974121,0.34178551974110305,0.5721462151410455,0.43019685,98917.95076206123,0.5908692955308604,tasic-reads,spectral,logcounts,2,vrc
0,3,0.6403298377990723,0.2686831123139655,0.5285239122348337,0.8958603999999999,22535.65588147886,0.15688407693763315,tasic-reads,spectral,logcounts,2,dbs
15,18,0.13208866119384766,0.5918563713580439,0.7008231576628788,0.13430437,140.13849961938382,1.6580603794580302,tasic-reads,nmf2,counts,96,ari
15,18,0.13208866119384766,0.5918563713580439,0.7008231576628788,0.13430437,140.13849961938382,1.6580603794580302,tasic-reads,nmf2,counts,96,nmi
0,3,0.6576652526855469,0.04333602743363739,0.226689745033,0.57331103,541.8229278688066,1.0831936475305912,tasic-reads,nmf2,counts,8,ss
44,47,0.048999786376953125,0.04414419670445895,0.2439949400201677,0.34822040000000004,5862.727803396462,0.7234647162132959,tasic-reads,nmf2,counts,2,vrc
0,3,0.5558021068572998,0.0915885307479244,0.2411982960485549,0.5040853,4226.382492528841,0.6383693192115291,tasic-reads,nmf2,counts,2,dbs
9,12,0.05205297470092773,0.8320844692882529,0.8628297481647106,0.26112482,223.01030984788707,1.5407607989549037,tasic-reads,spca,logcounts,32,ari
13,16,0.0816650390625,0.8128318813410823,0.8730691323118902,0.16078463,95.81160844712706,2.0137140538255656,tasic-reads,spca,logcounts,96,nmi
0,3,0.5882229804992676,0.03707985638534585,0.1933714369503864,0.70935005,1874.3525176327469,0.600414275558539,tasic-reads,spca,counts,2,ss
50,53,0.10838818550109863,0.17711378108904682,0.5304197862647256,0.35583708,5334.945576900973,0.7963966466593722,tasic-reads,spca,logcounts,2,vrc
1,4,0.22235965728759768,0.3287388189644509,0.5534761866625939,0.60086524,4232.5652916053705,0.5116198742481111,tasic-reads,spca,logcounts,2,dbs
0,3,0.6339495182037354,0.29279868070456466,0.509300374857713,0.42212380000000005,18345.864456473133,0.94392889788355,shekhar,ivis,logcounts,16,ari
0,3,0.662865400314331,0.2881722273021216,0.5106813600197254,0.5268919,31352.881344931237,0.6949812331671272,shekhar,ivis,logcounts,4,nmi
0,3,0.5249881744384766,-0.022465307494639482,0.1267906681692457,0.99995595,544224898920.9018,0.14980216674895327,shekhar,ivis,counts,2,ss
1,4,0.27242445945739746,-0.02246531236266493,0.1267825390879285,0.9999375,1191032469582.7795,0.10712917055117424,shekhar,ivis,counts,2,vrc
2,5,0.0924856662750244,-0.022465314796677457,0.12677663817053075,0.99988794,1093794472757.673,0.0015836515799328402,shekhar,ivis,counts,2,dbs
0,3,0.3534455299377441,0.2806587063546876,0.5069673811669919,0.7642916000000001,217510.2914297564,0.2878088948034037,shekhar,kpca-cos,logcounts,2,ari
0,3,0.6247849464416504,0.280540475188775,0.5071126892217334,0.53163093,42669.25721335774,0.6789765522761453,shekhar,kpca-cos,logcounts,4,nmi
0,3,0.3534455299377441,0.2806587063546876,0.5069673811669919,0.7642916000000001,217510.2914297564,0.2878088948034037,shekhar,kpca-cos,logcounts,2,ss
0,3,0.3534455299377441,0.2806587063546876,0.5069673811669919,0.7642916000000001,217510.2914297564,0.2878088948034037,shekhar,kpca-cos,logcounts,2,vrc
0,3,0.3534455299377441,0.2806587063546876,0.5069673811669919,0.7642916000000001,217510.2914297564,0.2878088948034037,shekhar,kpca-cos,logcounts,2,dbs
0,3,0.4813950061798096,0.5945544665941899,0.6014181970645093,0.29207087,5412.413055182738,1.3337315559222023,shekhar,bd,counts,96,ari
0,3,0.4813950061798096,0.5945544665941899,0.6014181970645093,0.29207087,5412.413055182738,1.3337315559222023,shekhar,bd,counts,96,nmi
0,3,0.5685658454895021,-0.027955222807283905,0.11186747067141434,0.6682326,115031.8099483352,0.4962217506339064,shekhar,bd,logcounts,4,ss
52,55,0.32576417922973633,0.015007455887982728,0.16499928818145296,0.5587394,1359178.9148081022,0.4971944362917657,shekhar,bd,counts,2,vrc
0,3,0.5702865123748779,0.2585985954646337,0.4115815931506835,0.6572193000000001,96256.1394010041,0.38813796093664216,shekhar,bd,counts,2,dbs
0,3,0.3912034034729004,0.3079522410920548,0.5101476628458186,0.17951454,9438.151768768963,1.9028538248382187,shekhar,isomap,logcounts,8,ari
0,3,0.7649345397949219,0.3053544963899775,0.5103066511788894,0.09899611,3473.676106498114,3.2690115345440933,shekhar,isomap,logcounts,32,nmi
2,5,0.08712005615234375,0.18512284198589216,0.3737425527599188,0.5821309,35839.27162481382,0.6176435808823408,shekhar,isomap,counts,2,ss
0,3,0.4470951557159424,0.30243331490785835,0.5086575787484493,0.5181907,86309.23958862343,0.6047640269810742,shekhar,isomap,logcounts,2,vrc
0,3,0.4470951557159424,0.30243331490785835,0.5086575787484493,0.5181907,86309.23958862343,0.6047640269810742,shekhar,isomap,logcounts,2,dbs
0,3,0.761394739151001,0.5900218873302245,0.6063831542734293,0.35097173,6803.393383662072,1.2116773846813376,shekhar,nmf,counts,96,ari
0,3,0.8183200359344482,0.5871847791211847,0.6068452604106611,0.36492682,7672.775166681466,1.1612819443390974,shekhar,nmf,counts,48,nmi
1,4,0.3211386203765869,0.1899441364943136,0.4171283577381079,0.6127925000000001,56365.17729311236,0.6220965752804674,shekhar,nmf,logcounts,4,ss
0,3,0.7333602905273438,0.2913720498253328,0.5022859004193192,0.46990103,129893.56995372578,0.7008019861662946,shekhar,nmf,logcounts,2,vrc
0,3,0.5813441276550293,0.2803165477660867,0.506005711748069,0.59596205,38297.435540832535,0.5916572600207596,shekhar,nmf,logcounts,4,dbs
0,3,0.5196266174316406,0.9374727869138992,0.9057340980407662,0.37879179999999996,9989.85345073657,1.07321558966422,shekhar,snmf,counts,48,ari
0,3,0.5196266174316406,0.9374727869138992,0.9057340980407662,0.37879179999999996,9989.85345073657,1.07321558966422,shekhar,snmf,counts,48,nmi
0,3,0.8716583251953125,0.2803317968699746,0.5060099874121415,0.66614515,75391.57648499978,0.4503621026674349,shekhar,snmf,logcounts,4,ss
0,3,0.4701216220855713,0.2902712639727369,0.5021128272091777,0.48549744,128214.13643164972,0.6613597074429852,shekhar,snmf,logcounts,2,vrc
0,3,0.8716583251953125,0.2803317968699746,0.5060099874121415,0.66614515,75391.57648499978,0.4503621026674349,shekhar,snmf,logcounts,4,dbs
0,3,0.9689936637878418,0.9071196026727096,0.8123956309615094,0.7641768,75964.38830604727,0.5380857929114917,shekhar,nsnmf,logcounts,96,ari
0,3,0.9689936637878418,0.9071196026727096,0.8123956309615094,0.7641768,75964.38830604727,0.5380857929114917,shekhar,nsnmf,logcounts,96,nmi
0,3,0.9689936637878418,0.9071196026727096,0.8123956309615094,0.7641768,75964.38830604727,0.5380857929114917,shekhar,nsnmf,logcounts,96,ss
52,55,0.2854411602020264,0.00795799636148765,0.11850236475142688,0.52073896,1086529.889706789,0.5021474634215043,shekhar,nsnmf,counts,2,vrc
0,3,0.4180772304534912,0.1758765440164238,0.27567105740679393,0.60300195,94883.7287617316,0.4794318432821919,shekhar,nsnmf,counts,2,dbs
0,3,0.6024482250213623,0.5205961817972092,0.489208102969631,0.41933230000000005,9571.7648156914,1.0556016260023091,shekhar,tsvd,counts,16,ari
0,3,0.7343852519989014,0.3210370672479347,0.5126984466357478,0.32645974,14527.224426989236,1.2028528116745905,shekhar,tsvd,logcounts,8,nmi
0,3,0.7477397918701172,0.3004971182877005,0.5051256967816052,0.5221342999999999,48905.74050035363,0.619235131181881,shekhar,tsvd,logcounts,2,ss
15,18,0.4725587368011474,0.036460872963622784,0.2278782193520725,0.39291707,52684.128262563536,0.7452212538314718,shekhar,tsvd,logcounts,2,vrc
0,3,0.7477397918701172,0.3004971182877005,0.5051256967816052,0.5221342999999999,48905.74050035363,0.619235131181881,shekhar,tsvd,logcounts,2,dbs
0,3,0.41331601142883295,0.3460876616357247,0.501016123785114,0.41127896,21763.69025898175,0.9357580157953708,shekhar,pmf,logcounts,2,ari
1,4,0.6200323104858398,0.2923458903254914,0.5361940755525421,0.16382551,4949.022551830243,1.567985717442067,shekhar,pmf,counts,96,nmi
0,3,0.7382631301879883,0.2759046253420445,0.4400214929043249,0.75657004,206310.82505132828,0.3243558717633961,shekhar,pmf,counts,2,ss
52,55,0.2703075408935547,0.01732397776184199,0.18747548518841112,0.5608683000000001,2856424.887625564,0.5039932422821662,shekhar,pmf,counts,2,vrc
0,3,0.7382631301879883,0.2759046253420445,0.4400214929043249,0.75657004,206310.82505132828,0.3243558717633961,shekhar,pmf,counts,2,dbs
0,3,0.4693074226379394,0.663265584393459,0.6781788467264775,0.16858211,1915.5694673240635,1.7106747025006666,shekhar,fa,logcounts,16,ari
0,3,0.4693074226379394,0.663265584393459,0.6781788467264775,0.16858211,1915.5694673240635,1.7106747025006666,shekhar,fa,logcounts,16,nmi
0,3,0.6325774192810059,0.2805450810022148,0.5082393420582866,0.8480328000000001,324942.0479711627,0.18818158373323127,shekhar,fa,counts,2,ss
8,11,0.188568115234375,0.06928078566765229,0.2772339202741461,0.42949507,349855.0030805328,0.7237745724633183,shekhar,fa,counts,2,vrc
0,3,0.6325774192810059,0.2805450810022148,0.5082393420582866,0.8480328000000001,324942.0479711627,0.18818158373323127,shekhar,fa,counts,2,dbs
0,3,0.4554343223571777,0.3072738069748522,0.5079182146370005,0.47286758,19768.368323347382,0.8598189613196435,shekhar,vasc,logcounts,4,ari
0,3,0.4554343223571777,0.3072738069748522,0.5079182146370005,0.47286758,19768.368323347382,0.8598189613196435,shekhar,vasc,logcounts,4,nmi
2,5,0.08866024017333984,0.12314599507839526,0.3538361406180978,0.6104576,54530.50715497132,0.5093102322627713,shekhar,vasc,counts,4,ss
27,30,1.0961127281188965,0.022284387439062043,0.19208651401453847,0.40867114,114728.36714520825,0.7554866377800095,shekhar,vasc,logcounts,48,vrc
3,6,0.16922402381896973,0.0985919471145016,0.3231812753674624,0.6075742,59136.30047205901,0.4966111274997207,shekhar,vasc,logcounts,4,dbs
3,6,0.20297694206237796,0.5480446026107334,0.5366406756206047,0.33174777,8077.698955048942,0.8666448156854246,shekhar,icm,logcounts,32,ari
3,6,0.20297694206237796,0.5480446026107334,0.5366406756206047,0.33174777,8077.698955048942,0.8666448156854246,shekhar,icm,logcounts,32,nmi
8,11,0.2239854335784912,0.008522306145970573,0.01055352058087115,0.8076982,103891.55257336916,0.5565458799972821,shekhar,icm,counts,2,ss
52,55,0.5842175483703613,0.007008672461494618,0.013081629881250244,0.8031786999999999,210494.26084526765,0.5732926011258436,shekhar,icm,counts,2,vrc
0,3,0.829845666885376,0.015804696154594778,0.002730585601252668,0.7878651999999999,58799.55408086509,0.4099481119982392,shekhar,icm,counts,2,dbs
0,3,0.8655574321746826,0.5203352072646434,0.4887697390533734,0.3622519,7666.692507413067,1.1909676283074508,shekhar,pca,counts,96,ari
0,3,0.7280340194702148,0.3216339165291206,0.5132344415436577,0.32272232,14044.63169042636,1.2250842628201923,shekhar,pca,logcounts,8,nmi
0,3,0.4619481563568115,0.3214403295027901,0.5128420717807413,0.51232165,40580.38495383263,0.661311537502547,shekhar,pca,logcounts,2,ss
12,15,0.3178431987762451,0.04317757248224411,0.2395175710420157,0.41407330000000003,50081.22070694211,0.7330168911031829,shekhar,pca,logcounts,2,vrc
0,3,0.4619481563568115,0.3214403295027901,0.5128420717807413,0.51232165,40580.38495383263,0.661311537502547,shekhar,pca,logcounts,2,dbs
0,3,0.6417338848114014,0.38890298877425855,0.5401254249070073,0.029399968999999998,541.3556747193161,5.328301423993486,shekhar,fica,counts,48,ari
0,3,0.6417338848114014,0.38890298877425855,0.5401254249070073,0.029399968999999998,541.3556747193161,5.328301423993486,shekhar,fica,counts,48,nmi
0,3,0.5077700614929199,0.3292539248839423,0.5149299070724939,0.5185278,36034.38474416425,0.6576079125410169,shekhar,fica,logcounts,2,ss
13,16,0.26592159271240234,0.042851620584205836,0.2380255858324841,0.4135447,47662.7621779538,0.7199591432130259,shekhar,fica,logcounts,2,vrc
0,3,0.5077700614929199,0.3292539248839423,0.5149299070724939,0.5185278,36034.38474416425,0.6576079125410169,shekhar,fica,logcounts,2,dbs
0,3,0.449397087097168,0.5324976798584072,0.5186067908419163,0.23614556,4557.578240574075,1.5891135858629923,shekhar,grp,counts,48,ari
0,3,0.449397087097168,0.5324976798584072,0.5186067908419163,0.23614556,4557.578240574075,1.5891135858629923,shekhar,grp,counts,48,nmi
1,4,0.21907615661621094,0.10380333291466402,0.20337842958386348,0.33297315,17798.475825732407,0.8935631392087799,shekhar,grp,counts,2,ss
1,4,0.21907615661621094,0.10380333291466402,0.20337842958386348,0.33297315,17798.475825732407,0.8935631392087799,shekhar,grp,counts,2,vrc
42,45,0.8692026138305664,1.689714406382785e-05,0.003596595463883967,0.32067725,14050.55642567703,0.7844701082230988,shekhar,grp,logcounts,2,dbs
