,k,time,ari,nmi,ss,vrc,dbs,dataset,method,count_type,dimensions,loss_criteria
52,55,0.03249359130859375,-0.0001079500289502356,0.3893205418056426,0.29053703,228.0189233518857,0.2998269266442405,treutlein,srp,normcounts,2,vrc
52,55,0.037526845932006836,-5.0243312431297806e-05,0.3823598744857593,0.2726046,197.5862149325231,0.2647253511003267,treutlein,srp,lognormcounts,2,dbs
3,6,0.008831501007080078,0.8822248949334845,0.8315760091180971,0.5471978,127.88961539372305,0.6131234167204774,treutlein,lsnmf,lognormcounts,4,ari
3,6,0.008831501007080078,0.8822248949334845,0.8315760091180971,0.5471978,127.88961539372305,0.6131234167204774,treutlein,lsnmf,lognormcounts,4,nmi
1,4,0.2267124652862549,0.6795227952562743,0.7363710435306837,0.61659336,110.31509654741257,0.5121012701962452,treutlein,lsnmf,lognormcounts,4,ss
52,55,0.029545307159423825,0.04516919831326655,0.4748553981481495,0.28966737,1802.031459485531,0.21998963540729216,treutlein,lsnmf,lognormcounts,2,vrc
52,55,0.029545307159423825,0.04516919831326655,0.4748553981481495,0.28966737,1802.031459485531,0.21998963540729216,treutlein,lsnmf,lognormcounts,2,dbs
5,8,0.01047348976135254,0.6050647818638445,0.5416869082702411,0.7774846,403.63835481457545,0.5126182834675159,treutlein,lda,normcounts,4,ari
14,17,0.01413106918334961,0.5931734307935947,0.5897604395639617,0.7963325,1538.8166280676214,0.3019592285944773,treutlein,lda,normcounts,4,nmi
0,3,0.4706809520721436,-0.03954217115257082,0.03429954615974388,0.88396966,93.95269058055719,0.6246969457389798,treutlein,lda,lognormcounts,96,ss
52,55,0.030878067016601562,0.08352446251728639,0.5110886724155346,0.2688066,10321824720.809786,0.07815076442609313,treutlein,lda,normcounts,4,vrc
40,43,0.017274856567382812,0.3866134923856077,0.548582974008399,0.5048227,9314626.662072882,0.0022207707309035425,treutlein,lda,normcounts,4,dbs
0,3,0.4181277751922608,0.686585702098677,0.6041526420151867,0.44472733,61.35854976824093,0.7599772259975466,treutlein,spca-batch,normcounts,2,ari
3,6,0.0095062255859375,0.5109648509730781,0.6271667970239916,0.14731313,15.43302006164621,1.5446719020994626,treutlein,spca-batch,lognormcounts,16,nmi
15,18,0.014647722244262697,0.14065799316621544,0.4746385369461055,0.47446537,124.66992430633638,0.5547223524100136,treutlein,spca-batch,normcounts,2,ss
52,55,0.032593727111816406,0.029656362396168437,0.4719770578819046,0.2979684,427.95975477198164,0.2336568080535569,treutlein,spca-batch,normcounts,2,vrc
52,55,0.03344225883483887,0.020614767955232583,0.4450546852015608,0.29379708,345.1262639067426,0.2316431089563349,treutlein,spca-batch,lognormcounts,2,dbs
8,11,0.013495683670043944,0.6009644776541369,0.5210530166652434,0.040837097999999995,2.0965829325902385,1.6940078491190282,treutlein,kpca-rbf,lognormcounts,48,ari
6,9,0.01177692413330078,0.4306363888956903,0.6816335913419381,0.42137718,64.87156709229632,0.6570443322301239,treutlein,kpca-rbf,lognormcounts,4,nmi
1,4,0.14000773429870605,0.3961651522894568,0.4747417590773384,0.5403399,109.38723129120176,0.5864036065904688,treutlein,kpca-rbf,normcounts,2,ss
52,55,0.03127431869506836,0.02578659714151707,0.4538838803820593,0.24196601,798.5356573118762,0.2540848108001789,treutlein,kpca-rbf,normcounts,2,vrc
44,47,0.020836591720581055,0.06696801931440655,0.4981306177421686,0.33527082,463.4725980067678,0.22875381498225025,treutlein,kpca-rbf,lognormcounts,2,dbs
24,27,0.022409915924072262,0.6629149130535634,0.6163677356737515,0.048939843,3.41470741100645,0.6693760777027005,treutlein,kpca-pol,lognormcounts,48,ari
14,17,0.016135692596435547,0.6580390841805223,0.640001876057761,0.01067487,1.87151146827192,1.1816571756549723,treutlein,kpca-pol,lognormcounts,96,nmi
0,3,0.4942476749420166,0.18013562393324994,0.16007433451218545,0.5861522,197.8761805356633,0.4107693161998969,treutlein,kpca-pol,normcounts,2,ss
52,55,0.028841733932495117,0.030345411023714457,0.4535267074636487,0.3009805,6177.0604387604235,0.17159269476830785,treutlein,kpca-pol,normcounts,2,vrc
51,54,0.040123701095581055,0.1569486411888605,0.4969358300817952,0.124307275,89.20230773412571,0.16837902719784492,treutlein,kpca-pol,normcounts,48,dbs
0,3,0.4279475212097168,0.6474812195253556,0.5477567904942215,0.39426762,55.06180293106641,0.8961800715554539,treutlein,umap,normcounts,16,ari
0,3,0.3990006446838379,0.6029449373200457,0.6560471672791393,0.42676696,53.721228726815774,0.7560606041544752,treutlein,umap,lognormcounts,48,nmi
1,4,0.17197775840759275,0.38401769847597533,0.4909474436756901,0.42833596,90.5630696402555,0.7559072381593112,treutlein,umap,normcounts,2,ss
52,55,0.03509664535522461,0.025088568091934167,0.4628437037667167,0.2565875,148.85037201653014,0.3251602829191807,treutlein,umap,normcounts,2,vrc
52,55,0.03509664535522461,0.025088568091934167,0.4628437037667167,0.2565875,148.85037201653014,0.3251602829191807,treutlein,umap,normcounts,2,dbs
1,4,0.16159296035766602,0.6849241329694823,0.6605236707411171,0.6323146,206.4707124966914,0.5830499413978465,treutlein,spectral,normcounts,2,ari
1,4,0.16159296035766602,0.6849241329694823,0.6605236707411171,0.6323146,206.4707124966914,0.5830499413978465,treutlein,spectral,normcounts,2,nmi
0,3,0.4781327247619629,0.6353228705757943,0.5899880524297277,0.6962571999999999,227.0660535863906,0.4370109990062023,treutlein,spectral,normcounts,2,ss
52,55,0.03339529037475586,0.04261570760801449,0.4754210453040198,0.26486048,2697.226149833411,0.18405585263619306,treutlein,spectral,lognormcounts,2,vrc
50,53,0.035500526428222656,0.05225132178147277,0.4956805144335063,0.2946499,2333.786750623491,0.16620635329191946,treutlein,spectral,normcounts,2,dbs
1,4,0.1806774139404297,0.7688308188961648,0.8006814593153622,0.17839691,10.526048186491359,1.7599253784336961,treutlein,nmf2,normcounts,16,ari
1,4,0.1806774139404297,0.7688308188961648,0.8006814593153622,0.17839691,10.526048186491359,1.7599253784336961,treutlein,nmf2,normcounts,16,nmi
20,23,0.020164012908935547,0.128070964313453,0.4614832507808267,0.47917548,221.5296580137487,0.476842638634781,treutlein,nmf2,lognormcounts,2,ss
52,55,0.032818078994750984,0.018640760983529764,0.4493208204181137,0.33814436,913.844995174494,0.2258646211046091,treutlein,nmf2,lognormcounts,2,vrc
52,55,0.032818078994750984,0.018640760983529764,0.4493208204181137,0.33814436,913.844995174494,0.2258646211046091,treutlein,nmf2,lognormcounts,2,dbs
4,7,0.011388063430786131,0.7786300859721775,0.7618612647617106,0.11789274,4.847602216253079,1.669937399901979,treutlein,spca,lognormcounts,32,ari
4,7,0.011388063430786131,0.7786300859721775,0.7618612647617106,0.11789274,4.847602216253079,1.669937399901979,treutlein,spca,lognormcounts,32,nmi
10,13,0.013263702392578123,0.25753973939934816,0.542823792396743,0.5126824999999999,166.9512922905158,0.5462585816043245,treutlein,spca,lognormcounts,2,ss
52,55,0.03377366065979004,0.03609911945001151,0.4848625847955604,0.30606700000000003,779.1463680217596,0.20561966362580605,treutlein,spca,lognormcounts,2,vrc
52,55,0.03377366065979004,0.03609911945001151,0.4848625847955604,0.30606700000000003,779.1463680217596,0.20561966362580605,treutlein,spca,lognormcounts,2,dbs
4,7,0.12166237831115725,0.9597784743046364,0.9340884290378879,0.50702065,2619.36196797332,0.744875894013745,TabulaMuris_Muscle_10X,ivis,logcounts,32,ari
4,7,0.12166237831115725,0.9597784743046364,0.9340884290378879,0.50702065,2619.36196797332,0.744875894013745,TabulaMuris_Muscle_10X,ivis,logcounts,32,nmi
0,3,0.5194127559661865,0.00046901145697643816,0.003486116527588789,0.99943846,176758376.52617705,6.680410246937136e-05,TabulaMuris_Muscle_10X,ivis,counts,2,ss
52,55,0.04833054542541504,0.5382582258730086,0.5442167480971969,0.6317789,7868389630.93379,0.5374947919844814,TabulaMuris_Muscle_10X,ivis,counts,2,vrc
0,3,0.5194127559661865,0.00046901145697643816,0.003486116527588789,0.99943846,176758376.52617705,6.680410246937136e-05,TabulaMuris_Muscle_10X,ivis,counts,2,dbs
4,7,0.08988833427429199,0.9617727181542096,0.9415481538202404,0.33854595,1255.0373999983071,1.2406439062189958,TabulaMuris_Muscle_10X,kpca-cos,logcounts,32,ari
4,7,0.1017911434173584,0.9617727181542096,0.9415481538202406,0.22203314,714.0648054468202,1.7059620728351093,TabulaMuris_Muscle_10X,kpca-cos,logcounts,96,nmi
0,3,0.5651562213897705,0.5993509965868072,0.6777016845030992,0.7193826999999999,15443.398947937643,0.38397169845384,TabulaMuris_Muscle_10X,kpca-cos,logcounts,2,ss
1,4,0.2100248336791992,0.7354972867844749,0.7572501417068292,0.6928901999999999,20830.00655543671,0.4605775446330089,TabulaMuris_Muscle_10X,kpca-cos,logcounts,2,vrc
0,3,0.5651562213897705,0.5993509965868072,0.6777016845030992,0.7193826999999999,15443.398947937643,0.38397169845384,TabulaMuris_Muscle_10X,kpca-cos,logcounts,2,dbs
4,7,0.07247781753540039,0.6234294939455706,0.6192619548175339,0.289689,1215.7518812836454,1.1391056956989556,TabulaMuris_Muscle_10X,bd,counts,16,ari
8,11,0.09977388381958008,0.6168525014588591,0.7343678568855551,0.26330137,1085.9526771663022,1.2115131073343286,TabulaMuris_Muscle_10X,bd,counts,32,nmi
0,3,0.5327386856079102,0.3623124913564521,0.5592778430076945,0.77013445,17376.095898653333,0.35685801246726795,TabulaMuris_Muscle_10X,bd,logcounts,8,ss
52,55,0.053243398666381836,0.15821373244980633,0.28523524843157805,0.5906034,327349.72833637515,0.4954231679527836,TabulaMuris_Muscle_10X,bd,counts,2,vrc
0,3,0.5327386856079102,0.3623124913564521,0.5592778430076945,0.77013445,17376.095898653333,0.35685801246726795,TabulaMuris_Muscle_10X,bd,logcounts,8,dbs
3,6,0.09545016288757324,0.8827822108419421,0.8578770042754297,0.27285522,896.6687446223724,1.4706818579441716,TabulaMuris_Muscle_10X,isomap,counts,32,ari
3,6,0.09545016288757324,0.8827822108419421,0.8578770042754297,0.27285522,896.6687446223724,1.4706818579441716,TabulaMuris_Muscle_10X,isomap,counts,32,nmi
0,3,0.5607640743255615,0.25003787371536795,0.43351265491377133,0.731363,7905.095103494095,0.5921623776235153,TabulaMuris_Muscle_10X,isomap,logcounts,2,ss
49,52,0.09911942481994628,0.2275913209860254,0.44720037006046337,0.46669593,12592.727003076556,0.7049573673569685,TabulaMuris_Muscle_10X,isomap,logcounts,2,vrc
0,3,0.6651818752288818,0.5833790919716284,0.6157656979943461,0.6308983,9478.078688971971,0.4843108199906223,TabulaMuris_Muscle_10X,isomap,counts,2,dbs
4,7,0.0709083080291748,0.9627858099248504,0.9428759483118772,0.44376597,1549.0115456749402,0.9706335060000344,TabulaMuris_Muscle_10X,nmf,logcounts,16,ari
4,7,0.0709083080291748,0.9627858099248504,0.9428759483118772,0.44376597,1549.0115456749402,0.9706335060000344,TabulaMuris_Muscle_10X,nmf,logcounts,16,nmi
0,3,0.5956408977508545,0.6065427142793176,0.6786551506463477,0.67015153,11403.233641269675,0.4598934519993281,TabulaMuris_Muscle_10X,nmf,logcounts,4,ss
0,3,0.5515203475952148,0.4454991800867843,0.5385812158309632,0.6649679000000001,26086.82231292439,0.5051825794370842,TabulaMuris_Muscle_10X,nmf,logcounts,2,vrc
0,3,0.5956408977508545,0.6065427142793176,0.6786551506463477,0.67015153,11403.233641269675,0.4598934519993281,TabulaMuris_Muscle_10X,nmf,logcounts,4,dbs
5,8,0.14494585990905762,0.9526925940313684,0.9298944702028102,0.11211076,215.70381094883598,2.290760062016536,TabulaMuris_Muscle_10X,snmf,logcounts,96,ari
5,8,0.14494585990905762,0.9526925940313684,0.9298944702028102,0.11211076,215.70381094883598,2.290760062016536,TabulaMuris_Muscle_10X,snmf,logcounts,96,nmi
0,3,0.6759707927703857,0.455399917358985,0.5569116091920252,0.65997416,25456.65837190844,0.4999165087041286,TabulaMuris_Muscle_10X,snmf,logcounts,2,ss
0,3,0.6759707927703857,0.455399917358985,0.5569116091920252,0.65997416,25456.65837190844,0.4999165087041286,TabulaMuris_Muscle_10X,snmf,logcounts,2,vrc
0,3,0.6759707927703857,0.455399917358985,0.5569116091920252,0.65997416,25456.65837190844,0.4999165087041286,TabulaMuris_Muscle_10X,snmf,logcounts,2,dbs
3,6,0.07228851318359375,0.8938571406557665,0.864911489066109,0.40981978,1774.9417150193558,1.0399403083703442,TabulaMuris_Muscle_10X,nsnmf,counts,32,ari
3,6,0.059941530227661126,0.8864566613579202,0.8684891557810672,0.4028759,1601.7903903806507,1.064271273480302,TabulaMuris_Muscle_10X,nsnmf,counts,48,nmi
0,3,0.5287501811981201,0.6058007720178833,0.6560817241624268,0.72288084,12949.12279647809,0.4419902258050217,TabulaMuris_Muscle_10X,nsnmf,counts,4,ss
52,55,0.08905625343322754,0.06560735781194432,0.2916416623871104,0.5482053000000001,528335.1978434485,0.4956212152928776,TabulaMuris_Muscle_10X,nsnmf,counts,2,vrc
0,3,0.5287501811981201,0.6058007720178833,0.6560817241624268,0.72288084,12949.12279647809,0.4419902258050217,TabulaMuris_Muscle_10X,nsnmf,counts,4,dbs
4,7,0.154219388961792,0.7860175442245413,0.8333075729154416,0.23047759999999998,733.7918896870531,1.7312397663122745,TabulaMuris_Muscle_10X,tsvd,logcounts,96,ari
6,9,0.12009525299072266,0.7030034784728233,0.8356305158215275,0.24437876,905.5573738234403,1.5722096615687295,TabulaMuris_Muscle_10X,tsvd,logcounts,48,nmi
0,3,0.6051263809204102,0.5919400709381448,0.6378263771226066,0.52787083,4707.988009452596,0.7406844016004381,TabulaMuris_Muscle_10X,tsvd,logcounts,4,ss
1,4,0.31586599349975586,0.32025528927800284,0.457099551465366,0.47820592,8911.601395056101,0.7534559997069217,TabulaMuris_Muscle_10X,tsvd,logcounts,2,vrc
1,4,0.2627871036529541,0.5053124455125367,0.4994611583721836,0.48287717,4809.302265437064,0.5703294144542652,TabulaMuris_Muscle_10X,tsvd,counts,4,dbs
4,7,0.09053540229797363,0.9623806548415078,0.9381075026894268,0.29906540000000004,808.7875090304251,1.3221723321465928,TabulaMuris_Muscle_10X,pmf,logcounts,48,ari
4,7,0.09053540229797363,0.9623806548415078,0.9381075026894268,0.29906540000000004,808.7875090304251,1.3221723321465928,TabulaMuris_Muscle_10X,pmf,logcounts,48,nmi
1,4,0.2617478370666504,0.7468844691822758,0.7790913397377724,0.7303364,13992.478699884963,0.4196460949705004,TabulaMuris_Muscle_10X,pmf,counts,4,ss
52,55,0.07881021499633789,0.09851950339309043,0.3662728607009049,0.533453,406098.78153348423,0.5031447837792661,TabulaMuris_Muscle_10X,pmf,counts,2,vrc
1,4,0.2617478370666504,0.7468844691822758,0.7790913397377724,0.7303364,13992.478699884963,0.4196460949705004,TabulaMuris_Muscle_10X,pmf,counts,4,dbs
11,14,0.07848501205444336,0.9659317091616022,0.9515685271526032,0.21991254,327.18404912789316,0.9511991241370252,TabulaMuris_Muscle_10X,fa,logcounts,32,ari
11,14,0.07848501205444336,0.9659317091616022,0.9515685271526032,0.21991254,327.18404912789316,0.9511991241370252,TabulaMuris_Muscle_10X,fa,logcounts,32,nmi
1,4,0.23898983001708984,-9.797252668710932e-05,0.0013257395256254495,0.92073697,243.04363548091038,0.05491467390358047,TabulaMuris_Muscle_10X,fa,counts,32,ss
13,16,0.04376482963562012,0.3885083659715552,0.6278885361460039,0.36778882,16905.60493956582,0.7232145187799768,TabulaMuris_Muscle_10X,fa,counts,4,vrc
1,4,0.23898983001708984,-9.797252668710932e-05,0.0013257395256254495,0.92073697,243.04363548091038,0.05491467390358047,TabulaMuris_Muscle_10X,fa,counts,32,dbs
4,7,0.07121992111206055,0.9571524037079059,0.9320268581958052,0.46703940000000005,1254.0930286369967,0.8946903803993124,TabulaMuris_Muscle_10X,vasc,counts,8,ari
4,7,0.07121992111206055,0.9571524037079059,0.9320268581958052,0.46703940000000005,1254.0930286369967,0.8946903803993124,TabulaMuris_Muscle_10X,vasc,counts,8,nmi
6,9,0.03542280197143555,0.6272895787840378,0.7630844528606884,0.66021234,10789.305156923088,0.4694333130863991,TabulaMuris_Muscle_10X,vasc,counts,2,ss
43,46,0.07859182357788086,0.23753026948077086,0.5698274973201679,0.47334427,18497.793933260047,0.7370707310960796,TabulaMuris_Muscle_10X,vasc,counts,2,vrc
6,9,0.03542280197143555,0.6272895787840378,0.7630844528606884,0.66021234,10789.305156923088,0.4694333130863991,TabulaMuris_Muscle_10X,vasc,counts,2,dbs
4,7,0.06260442733764647,0.9646903145133084,0.9456895622758296,0.41074586,1091.7587450270146,1.0185184936488485,TabulaMuris_Muscle_10X,icm,logcounts,16,ari
4,7,0.06260442733764647,0.9646903145133084,0.9456895622758296,0.41074586,1091.7587450270146,1.0185184936488485,TabulaMuris_Muscle_10X,icm,logcounts,16,nmi
0,3,0.5217368602752686,0.003405801645276717,0.0037467175279027104,0.88567674,26564.786039855248,0.2586831669672892,TabulaMuris_Muscle_10X,icm,counts,2,ss
52,55,0.1110982894897461,0.0043306595573323154,0.0675859605890985,0.83196414,231709.86919569504,0.4248389262886755,TabulaMuris_Muscle_10X,icm,counts,2,vrc
0,3,0.5217368602752686,0.003405801645276717,0.0037467175279027104,0.88567674,26564.786039855248,0.2586831669672892,TabulaMuris_Muscle_10X,icm,counts,2,dbs
3,6,0.07811784744262695,0.8869326079486783,0.8670905257583823,0.32225546,1206.3125121644769,1.3618468085725979,TabulaMuris_Muscle_10X,pca,logcounts,32,ari
3,6,0.07811784744262695,0.8869326079486783,0.8670905257583823,0.32225546,1206.3125121644769,1.3618468085725979,TabulaMuris_Muscle_10X,pca,logcounts,32,nmi
0,3,0.4930531978607178,0.2679631267982697,0.35233826474952984,0.69194674,12572.796878411316,0.3263982675328222,TabulaMuris_Muscle_10X,pca,counts,2,ss
4,7,0.013821840286254885,0.2199284912516888,0.36176702526010907,0.39981890000000003,19326.94003722749,0.6933109929082277,TabulaMuris_Muscle_10X,pca,counts,2,vrc
0,3,0.4930531978607178,0.2679631267982697,0.35233826474952984,0.69194674,12572.796878411316,0.3263982675328222,TabulaMuris_Muscle_10X,pca,counts,2,dbs
4,7,0.056428194046020515,0.9664748596748308,0.948409335491398,0.24990271,464.66900204982386,1.6988892388591867,TabulaMuris_Muscle_10X,fica,logcounts,16,ari
4,7,0.056428194046020515,0.9664748596748308,0.948409335491398,0.24990271,464.66900204982386,1.6988892388591867,TabulaMuris_Muscle_10X,fica,logcounts,16,nmi
0,3,0.6157705783843994,0.2674351652550326,0.3518063275464635,0.6760390000000001,14437.990465421299,0.3405403311804312,TabulaMuris_Muscle_10X,fica,counts,2,ss
4,7,0.021196365356445312,0.21847942890241787,0.36012972592647624,0.40745628,19067.80728404389,0.6987913183234067,TabulaMuris_Muscle_10X,fica,counts,2,vrc
0,3,0.6157705783843994,0.2674351652550326,0.3518063275464635,0.6760390000000001,14437.990465421299,0.3405403311804312,TabulaMuris_Muscle_10X,fica,counts,2,dbs
4,7,0.22353625297546387,0.6302519621742905,0.6378507580445768,0.025728136000000002,97.67894883062174,4.712472075245807,TabulaMuris_Muscle_10X,grp,logcounts,96,ari
9,12,0.18497133255004886,0.510632254565157,0.6515049077200877,0.14059720000000003,513.2863713593108,1.7455871804791727,TabulaMuris_Muscle_10X,grp,counts,96,nmi
1,4,0.21440958976745605,0.21722793782185096,0.2905136110545835,0.40026495,4061.5015626297936,0.7072131806032289,TabulaMuris_Muscle_10X,grp,counts,2,ss
4,7,0.047768592834472656,0.2556525909756132,0.3496223469374617,0.36344194,4300.567935050358,0.765778169652236,TabulaMuris_Muscle_10X,grp,counts,2,vrc
1,4,0.21440958976745605,0.21722793782185096,0.2905136110545835,0.40026495,4061.5015626297936,0.7072131806032289,TabulaMuris_Muscle_10X,grp,counts,2,dbs
3,6,0.11912202835083008,0.8619678353593392,0.8490641331977524,0.2883418,1042.962943087206,1.4912274036023259,TabulaMuris_Muscle_10X,ipca,logcounts,48,ari
3,6,0.11912202835083008,0.8619678353593392,0.8490641331977524,0.2883418,1042.962943087206,1.4912274036023259,TabulaMuris_Muscle_10X,ipca,logcounts,48,nmi
0,3,0.556063175201416,0.2679631267982697,0.35233826474952984,0.69194674,12572.796878411316,0.3263982675328222,TabulaMuris_Muscle_10X,ipca,counts,2,ss
4,7,0.023668289184570312,0.21833850697383864,0.362269161382684,0.40085316,19331.167799417748,0.6924198536877599,TabulaMuris_Muscle_10X,ipca,counts,2,vrc
0,3,0.556063175201416,0.2679631267982697,0.35233826474952984,0.69194674,12572.796878411316,0.3263982675328222,TabulaMuris_Muscle_10X,ipca,counts,2,dbs
4,7,0.09187674522399902,0.9587019015856658,0.9298115570701202,0.71363497,17922.2521828958,0.4490038007324853,TabulaMuris_Muscle_10X,phate,logcounts,48,ari
4,7,0.09187674522399902,0.9587019015856658,0.9298115570701202,0.71363497,17922.2521828958,0.4490038007324853,TabulaMuris_Muscle_10X,phate,logcounts,48,nmi
2,5,0.01998305320739746,0.7879964482178435,0.8241774512537993,0.75501114,16640.33959634612,0.40421359547033175,TabulaMuris_Muscle_10X,phate,logcounts,4,ss
52,55,0.16040301322937012,0.25256062291946424,0.6162310294689176,0.43319264,41765.94769776419,0.7365993843632452,TabulaMuris_Muscle_10X,phate,logcounts,2,vrc
2,5,0.01389765739440918,0.7752899556703586,0.8041534178175668,0.74927765,22011.919128803784,0.3556571533236191,TabulaMuris_Muscle_10X,phate,logcounts,2,dbs
3,6,0.06175398826599121,0.917325908760364,0.903790670782444,0.5630529000000001,2715.369169512669,0.8565243340607962,TabulaMuris_Muscle_10X,vpac,counts,32,ari
3,6,0.10740423202514647,0.916502884104304,0.9096265836479184,0.48116535,2141.40808854212,0.979307730870774,TabulaMuris_Muscle_10X,vpac,counts,48,nmi
0,3,0.6099731922149658,0.33828118562260273,0.5248730829646373,0.999865,48035997765.24591,0.0002084411436154376,TabulaMuris_Muscle_10X,vpac,logcounts,4,ss
0,3,0.6099731922149658,0.33828118562260273,0.5248730829646373,0.999865,48035997765.24591,0.0002084411436154376,TabulaMuris_Muscle_10X,vpac,logcounts,4,vrc
0,3,0.6099731922149658,0.33828118562260273,0.5248730829646373,0.999865,48035997765.24591,0.0002084411436154376,TabulaMuris_Muscle_10X,vpac,logcounts,4,dbs
4,7,0.07243776321411133,0.9254506832219116,0.8941929691318307,0.59780633,5047.8529967181985,0.5305588838846251,TabulaMuris_Muscle_10X,mctsne,counts,8,ari
4,7,0.07243776321411133,0.9254506832219116,0.8941929691318307,0.59780633,5047.8529967181985,0.5305588838846251,TabulaMuris_Muscle_10X,mctsne,counts,8,nmi
0,3,0.5276198387145996,-0.00012411803660258852,0.0003159354405945183,0.99976367,2.9177195998578e+16,5.852957268972803e-09,TabulaMuris_Muscle_10X,mctsne,counts,48,ss
4,7,0.08344531059265138,0.11513911984755082,0.3110187592987446,0.74462855,3.3400805039634016e+16,0.8236594374907019,TabulaMuris_Muscle_10X,mctsne,counts,48,vrc
0,3,0.5276198387145996,-0.00012411803660258852,0.0003159354405945183,0.99976367,2.9177195998578e+16,5.852957268972803e-09,TabulaMuris_Muscle_10X,mctsne,counts,48,dbs
3,6,0.127152681350708,0.0025074673473726395,0.0038731966698524797,0.19073251,674.10385454943,1.744314744139875,TabulaMuris_Muscle_10X,saucie,logcounts,96,ari
45,48,0.2596840858459473,-0.0012694896921188966,0.02400481804936934,0.9905434000000001,2739957267.086697,0.00021223794639475162,TabulaMuris_Muscle_10X,saucie,counts,96,nmi
1,4,0.2790696620941162,-0.0002467470836315377,0.002761454705626156,0.9963646999999999,170995.7340660805,0.09079678696591316,TabulaMuris_Muscle_10X,saucie,counts,8,ss
47,50,0.12438797950744628,-0.0003823173943055301,0.017605300240224598,0.9931458000000001,15305431085.644081,0.00021196490879275983,TabulaMuris_Muscle_10X,saucie,counts,16,vrc
38,41,0.1211705207824707,0.00018139514681094092,0.0204013191929646,0.9938549000000001,5078291251.102924,0.0001238804588839792,TabulaMuris_Muscle_10X,saucie,counts,48,dbs
30,33,0.08489370346069336,0.8391666699979505,0.7841910216936567,0.680661,142183.71727273753,0.5860493975176109,TabulaMuris_Muscle_10X,lle,counts,4,ari
7,10,0.06580018997192383,0.8037664169278798,0.8141357987212086,0.45395344,732.7350101581208,1.1441956822717259,TabulaMuris_Muscle_10X,lle,counts,16,nmi
1,4,0.2269251346588135,0.450806914587809,0.5841586705091414,0.93898714,98781.45570922484,0.10011985521697983,TabulaMuris_Muscle_10X,lle,counts,2,ss
52,55,0.05517840385437012,0.6084471642136241,0.6393675167802038,0.71784323,1730040.1158954015,0.4428972065419727,TabulaMuris_Muscle_10X,lle,counts,2,vrc
1,4,0.2269251346588135,0.450806914587809,0.5841586705091414,0.93898714,98781.45570922484,0.10011985521697983,TabulaMuris_Muscle_10X,lle,counts,2,dbs
2,5,0.10882854461669922,0.655206725205237,0.6641277542155195,0.23094958,1674.5899819477636,1.1628525894844208,TabulaMuris_Muscle_10X,srp,counts,96,ari
9,12,0.2456507682800293,0.5225087314041574,0.6870935500766229,0.15772887,980.8385248320913,1.7199860430374807,TabulaMuris_Muscle_10X,srp,counts,96,nmi
51,54,0.10780954360961914,0.003090421956381064,0.039379559977074916,0.35179678,2376.876169566097,0.8158422452790463,TabulaMuris_Muscle_10X,srp,logcounts,2,ss
1,4,0.3011033535003662,0.12542593223713025,0.23361282926952326,0.33008984,3083.837925886725,0.8610302041043825,TabulaMuris_Muscle_10X,srp,counts,16,vrc
47,50,0.1315169334411621,0.029345460992427987,0.17102239186146587,0.3295921,2346.835494734602,0.7695304636888469,TabulaMuris_Muscle_10X,srp,counts,2,dbs
3,6,0.02651596069335937,0.9164468508898655,0.9098294160920034,0.5677978,3255.7484253628145,0.6838565136097583,TabulaMuris_Muscle_10X,lsnmf,logcounts,8,ari
3,6,0.02651596069335937,0.9164468508898655,0.9098294160920034,0.5677978,3255.7484253628145,0.6838565136097583,TabulaMuris_Muscle_10X,lsnmf,logcounts,8,nmi
3,6,0.02651596069335937,0.9164468508898655,0.9098294160920034,0.5677978,3255.7484253628145,0.6838565136097583,TabulaMuris_Muscle_10X,lsnmf,logcounts,8,ss
0,3,0.6412346363067627,0.2540475957750062,0.2881040184569613,0.44981974,7844.426948625074,0.7557978062329819,TabulaMuris_Muscle_10X,lsnmf,logcounts,2,vrc
3,6,0.02651596069335937,0.9164468508898655,0.9098294160920034,0.5677978,3255.7484253628145,0.6838565136097583,TabulaMuris_Muscle_10X,lsnmf,logcounts,8,dbs
5,8,0.1293628215789795,0.8418164054294346,0.8702685359981103,0.19803602,381.17906604158964,2.1604806508194025,TabulaMuris_Muscle_10X,lda,counts,96,ari
5,8,0.1293628215789795,0.8418164054294346,0.8702685359981103,0.19803602,381.17906604158964,2.1604806508194025,TabulaMuris_Muscle_10X,lda,counts,96,nmi
2,5,0.032466888427734375,0.7894880005106801,0.8338004447016323,0.8506154,40525.127266932366,0.2807841172500952,TabulaMuris_Muscle_10X,lda,logcounts,4,ss
52,55,0.0712130069732666,0.12869683771998458,0.3803366038180832,0.5801244000000001,1891501.3557523903,0.4716378454221164,TabulaMuris_Muscle_10X,lda,logcounts,2,vrc
1,4,0.187206506729126,0.6535554090200668,0.7548952553591135,0.8386716999999999,22643.30959405149,0.2531912091058626,TabulaMuris_Muscle_10X,lda,logcounts,4,dbs
3,6,0.07509827613830566,0.9095441434044104,0.9027735913047068,0.42546272,1706.1188098437985,1.0219785592282598,TabulaMuris_Muscle_10X,zifa,logcounts,16,ari
3,6,0.09712958335876463,0.9094836188451124,0.9030158747728236,0.42213985,1686.1952608235224,1.0364547968970146,TabulaMuris_Muscle_10X,zifa,logcounts,32,nmi
0,3,0.5629611015319824,0.5937692031453664,0.6432369332325387,0.6672477,11781.229727453921,0.47118423121844394,TabulaMuris_Muscle_10X,zifa,counts,2,ss
